"Url";"Path";"Year";"Languages";"Players";"Name";"Publisher";"Score";"Developer"
"https://oagd.net/game/42551302-f83c-5a90-b3a0-96bfb96c3648";"c\century";"1990";"English";"1 - 4 (1 simultaneous)";"Century";"Software 2000";"N/A";"PM Entertainment"
"https://oagd.net/game/00ddc989-a08e-5300-903f-0e4c791402fc";"t\the-challenge-of-the-matrix";"1991";"English";"1";"The Challenge of the Matrix";"Scorpius";"N/A";"Scorpius"
"https://oagd.net/game/6d1cf2cb-276a-5c17-ab3b-03a5679f9737";"c\chamber-of-the-sci-mutant-priestess";"1990";"English";"1";"Chamber of the Sci-Mutant Priestess";"Draconian (Data East)";"N/A";
"https://oagd.net/game/30445572-349f-5a4c-9fed-451b51f96b54";"t\the-champ";"1989";"English";"1 - 2 (2 simultaneous)";"The Champ";"Linel";"N/A";
"https://oagd.net/game/4d13e3a2-4630-5788-af59-a8c3a45b5487";"c\championship-cricket";"1988";"English";"1";"Championship Cricket";"Crysys";"N/A";
"https://oagd.net/game/f4fd6e13-0ba6-50dd-93b9-105cfab20cda";"c\championship-manager";"1992";"English";"1 - 4 (1 simultaneous)";"Championship Manager";"Domark";"N/A";
"https://oagd.net/amiga/charly-dragonware";"c\charly-dragonware";"1989";"English";"1";"Charly [Dragonware]";"Dragonware (Attic)";"N/A";"Interactive Design"
"https://oagd.net/game/ae372ac8-1b1f-5eed-8637-36b30e93ee1e";"c\charon-5";"1988";"English";"1";"Charon 5";"Mindware";"N/A";
"https://oagd.net/game/96f14d83-bfbc-5008-a726-c7fb7914df69";"c\chase";"1989";"English";"1";"Chase";"Mastertronic";"N/A";
"https://oagd.net/game/5e3f5618-9ad8-577d-acaa-8e1e7e3cdde3";"c\chichen-itza";"1992";"Spanish";"1";"Chichén Itzá";"Aventuras AD";"N/A";
"https://oagd.net/game/7a87a588-22a5-5e4c-8844-d97cf69d39bf";"c\chrome";"1991";"English";"1 - 2 (1 simultaneous)";"Chrome";"Gremlin / CU Amiga";"N/A";
"https://oagd.net/game/43e0722c-03c9-5225-a35c-940b66aebb7f";"c\ciemna-strona";"1997";"Polish";"1";"Ciemna Strona";"Diogenes";"N/A";
"https://oagd.net/game/096b0622-5782-5443-9732-5d1d5cbddd38";"c\classic-arcadia-baby-arcadia";"1994";"English, German, French, Italian";"1";"Classic Arcadia & Baby Arcadia";"Alternative";"N/A";"Bizarre"
"https://oagd.net/game/8f86cd43-d812-50b2-94d4-620354851735";"c\classic-board-games";"1990";"English";"1 - 2 (1 simultaneous)";"Classic Board Games";"Merit / L.K. Avalon";"N/A";
"https://oagd.net/game/46d4d803-4064-56f8-aed9-9576f252061c";"c\classic-invaders";"1989";"English";"1";"Classic Invaders";"Supernova";"N/A";
"https://oagd.net/game/0344e4db-fdc9-5674-b890-11975460a4f0";"c\classic-pucman";"1994";"English";"1 - 2 (1 simultaneous)";"Classic Pucman";"F1 Licenceware";"N/A";"Augenblick"
"https://oagd.net/game/7d2d0f49-da4f-527b-a26f-ed0a0b8466db";"c\clever-smart";"1988";"English, German, French";"1";"Clever & Smart";"Magic Bytes / DigiTek";"N/A";"reLINE"
"https://oagd.net/game/0940d0a6-e266-5bbd-8604-e9b7479fe4a9";"c\clu-clu-land";"1989";"English";"1";"Clu Clu Land";"Courbois";"N/A";
"https://oagd.net/game/e4897a8d-9e6e-55e1-b5f8-23c2121cc9ef";"c\club-and-country";"1995";"English";"1 - 4 (1 simultaneous)";"Club And Country";"B.O.M.S.";"N/A";"Teque"
"https://oagd.net/game/ff80fdb4-4849-5392-aba8-1528b540b462";"c\club-football-the-manager";"1994";"English";"1 - 4 (1 simultaneous)";"Club Football: The Manager";"B.O.M.S.";"N/A";"Teque"
"https://oagd.net/game/91a24a67-9bbf-5fd9-a6dd-e836bc4d2abf";"c\clue-master-detective";"1990";"English";"1 - 10 (1 simultaneous)";"Clue: Master Detective";"Leisure Genius (Virgin Mastertronic)";"N/A";"Delali"
"https://oagd.net/game/a3ceae1c-e8c1-5f34-84fa-e1bc9e6e11f6";"c\cluedo-master-detective";;"English";"1 - 10 (1 simultaneous)";"Cluedo: Master Detective";"Leisure Genius (Virgin Mastertronic)";"N/A";"Delali"
"https://oagd.net/game/2f16cab1-eee4-5394-ba4d-948d596dd1dc";"c\clystron";"1993";"English";"1";"Clystron";"Amiga Fun (Computec Verlag)";"N/A";"Digital Excess"
"https://oagd.net/game/bf74ff4a-b8f3-5dc2-bb30-d51171d5c92b";"c\cobra";"1991";"English";"1 -2 (1 simultaneous)";"Cobra";"Bytec";"N/A";
"https://oagd.net/game/ea996431-0f8b-592f-9171-fcd71bb354d4";"c\cogans-run";"1987";"English";"1";"Cogans Run";"Softgang";"N/A";
"https://oagd.net/game/6257f621-def0-5223-8627-9886f339a352";"c\cohort-ii-fighting-for-rome";"1993";"English, German, French";"1";"Cohort II: Fighting for Rome";"Impressions";"N/A";"Micro Miniatures"
"https://oagd.net/game/7e2e20b5-ab0d-5bde-9053-c1ca50a23d8c";"c\cohort-fighting-for-rome";"1991";"English, German, Spanish, French, Italian";"1";"Cohort: Fighting for Rome";"Impressions / Merit";"N/A";
"https://oagd.net/game/2be4eb78-c62e-5e88-b15d-104983d85617";"c\colmena-la";"1992";"Spanish";"1 - 6 (1 simultaneous)";"Colmena, La";"Opera";"N/A";
"https://oagd.net/game/2bce5c16-da49-5a1a-b146-0e607b6d108e";"c\color-buster";"1993";"English";"1";"Color Buster";"Amigo! (CompuTec Verlag)";"N/A";"Pyramid"
"https://oagd.net/amiga/colossal-adventure";"c\colossal-adventure";"1986";;"1";"Colossal Adventure";"Rainbird / Firebird";"N/A";"Level 9"
"https://oagd.net/game/e6f96317-9fb2-526f-8bf0-b4dd6b055777";"c\colossus-bridge-x";"1992";"English";"1";"Colossus Bridge X";"CDS";"N/A";
"https://oagd.net/game/7a536700-2e19-5de7-81dd-913bd646511a";"c\computer-scrabble";"1988";"English, German, French";"1 - 4 (1 simultaneous)";"Computer Scrabble";"Leisure Genius (Virgin Mastertronic)";"N/A";"The Gang Of Five"
"https://oagd.net/game/2806ac12-7cff-5efd-8381-0e02a0f25d2b";"c\conflict-europe";"1989";"English, French";"1";"Conflict: Europe";"P.S.S. (Mirrorsoft)";"N/A";"The Development Company"
"https://oagd.net/game/57682d3d-78d9-5dcc-bdb2-0ff754257575";"c\conflict-korea";"1992";"English";"1";"Conflict: Korea";"U.S. Gold / SSI";"N/A";"SSI"
"https://oagd.net/game/f78057fc-ab15-5999-81f9-5f2fc1b2c653";"c\conflict-the-middle-east-simulation";"1991";"English";"1";"Conflict: The Middle East Simulation";"16 Blitz / Virgin Mastertronic";"N/A";"P.S.I."
"https://oagd.net/game/6dade7c0-f7f9-592e-8357-43d8b2bdf17b";"c\corporate-raiders";"1990";"English";"1";"Corporate Raiders";"Twilight Games";"N/A";
"https://oagd.net/game/1398581f-791e-59c2-a456-b5b06c576370";"c\corporation";"1990";"English";"1";"Corporation";"Core";"N/A";"Dementia"
"https://oagd.net/game/7335b4e4-0049-5342-8907-5afa239ade82";"c\corsarios";"1989";"English, Spanish, French";"1";"Corsarios";"Ubi Soft / Opera";"N/A";
"https://oagd.net/game/801db07c-8f57-5c54-9db5-1fbba69bbaf4";"c\corx";"1992";"English";"1 - 4 (2 simultaneous)";"Corx";"Starbyte";"N/A";"Panda"
"https://oagd.net/game/595d7133-d826-59d1-94f9-06fa54be0ae0";"c\cosmic-bouncer";"1988";"English";"1";"Cosmic Bouncer";"ReadySoft";"N/A";"Euroline"
"https://oagd.net/game/1145b45b-2179-501e-99d1-83ab4e6253dd";"c\cosmic-pirate";"1989";"English";"1";"Cosmic Pirate";"Outlaw (Palace)";"N/A";"Zippo Games"
"https://oagd.net/game/c81da0e0-21f6-5b6f-9d5b-ac3d1272bd73";"c\cosmic-relief-prof-renegade-to-the-rescue";"1988";"English";"1";"Cosmic Relief: Prof. Renegade to the Rescue";"Datasoft";"N/A";"Teque"
"https://oagd.net/game/03f0b146-4b0c-5e08-9666-a424ae145c4c";"c\cosmostruction";"1991";"English";"1 - 2 (1 simultaneous)";"Cosmostruction";"Empire Graphics";"N/A";
"https://oagd.net/game/c97288ad-c9fb-5486-ae4a-5c46cbe3a894";"c\count-duckula";"1990";"English";"1";"Count Duckula";"Alternative";"N/A";"Enigma Variations"
"https://oagd.net/game/688cdc03-16a0-5390-8101-1c9bf4a20791";"c\count-duckula-ii";"1992";"English";"1";"Count Duckula II";"Alternative";"N/A";
"https://oagd.net/game/d2147418-636e-58c5-829e-35bdb8479ab8";"c\covert-action";"1992";"English, German";"1";"Covert Action";"MicroProse";"N/A";
"https://oagd.net/amiga/crack-down";"c\crack-down";"1990";"English";"1 - 2 (2 simultaneous)";"Crack Down";"U.S. Gold / Sega";"N/A";"Arc Developments"
"https://oagd.net/game/60e377bf-3afe-5558-a7e1-c71690c3e86b";"c\craps-academy";"1988";"English";"1 -  4 (1 simultaneous)";"Craps Academy";"MicroIllusions";"N/A";
"https://oagd.net/game/8e4d769c-93ee-537b-96a8-854fa1e91693";"c\crash-garrett";"1988";"English, French";"1";"Crash Garrett";"ERE (Infogrames)";"N/A";
"https://oagd.net/game/7ca92c7f-4179-56b2-a179-0fac6ff69149";"c\crash-landing";"1992";"English";"1";"Crash Landing";"Codemasters";"N/A";
"https://oagd.net/game/5e458e8f-1d5e-5c24-925b-af75986b873f";"c\crazy-cones";"1992";"English";"1";"Crazy Cones";"Dakamar";"N/A";
"https://oagd.net/game/fdda7714-3e3d-5c21-a0ad-4c8aa6ace526";"c\creature";"1989";"English";"1";"Creature";"Actionware";"N/A";
"https://oagd.net/game/613477dc-1275-5425-9f9c-33db38a26b23";"c\cribbage-king-gin-king";"1990";"English";"1 - 4 (1 simultaneous)";"Cribbage King & Gin King";"The Software Toolworks";"N/A";"The Software Toolworks"
"https://oagd.net/game/d74d2596-b739-559a-8ee6-28a98e23bbe9";"c\cricket-amiga";"1990";"English";"1 - 2 (1 simultaneous)";"Cricket Amiga";"Soundware / Pactronics";"N/A";"Daryl Holden"
"https://oagd.net/game/cfdfcb7a-067a-530f-963f-a32d32d87bc1";"c\cricket-masters";"1993";"English";"1";"Cricket Masters";"ESP";"N/A";
"https://oagd.net/game/e8b9033d-479f-56cb-a6ca-dd23055b3538";"c\crime-time";"1991";"English, German";"1";"Crime Time";"Starbyte";"N/A";"X-Ample"
"https://oagd.net/game/58f515a6-6bfd-5493-8e0c-d3682de3e8db";"c\crime-wave";"1990";"English";"1";"Crime Wave";"U.S. Gold / ERBE / Access";"N/A";"The Code Monkeys"
"https://oagd.net/game/8262a6f2-09a7-5f0e-a990-7411219198db";"c\crimson-crown";"1986";"English";"1";"Crimson Crown";"PolarWare";"N/A";
"https://oagd.net/game/79cb74ef-308f-5a34-90ae-4f10aafdc697";"c\croak-2";"1995";"English";"1 - 2 (2 simultaneous)";"Croak 2";"Amiga Format";"N/A";
"https://oagd.net/game/f6d5c87d-0abb-5d12-b5a2-8ee38459eb7b";"c\croak";"1992";"English";"1 - 2 (2 simultaneous)";"Croak!";"Amiga Format";"N/A";
"https://oagd.net/game/31c01b29-55cc-501d-b56c-4e2bfc30eb87";"c\croisiere-pour-un-cadavre";"1991";"English";"1";"Croisière Pour Un Cadavre";;"N/A";
"https://oagd.net/game/26eb2d4a-f740-59cd-ae96-1d78eeeec671";"c\cross-out-the-intruder";"1989";"English, German, Spanish, French, Italian";"1";"Cross Out the Intruder";"carraz";"N/A";
"https://oagd.net/game/76c5402d-c098-5062-ae86-ec293254cc4d";"c\crossbow-the-legend-of-william-tell";"1990";"English";"1";"Crossbow: The Legend of William Tell";"Screen 7 / Electronic Zoo";"N/A";"Intelligent Design"
"https://oagd.net/game/de53d95d-3e9c-5e8c-9524-7f672a8cf2e8";"c\crosscheck";"1994";"German";"1 - 2 (2 simultaneous)";"CrossCheck";"Sunflowers";"N/A";"Netzwerk"
"https://oagd.net/game/3ea6034d-3e09-5557-b1ac-b86c50b6bfda";"c\crown";"1990";"English";"1";"Crown";"Starbyte";"N/A";"Omegavision"
"https://oagd.net/game/b319539d-919b-5b95-a5ed-28b6f2e9c813";"t\the-crusade";"1991";"English";"1";"The Crusade";"Inland international Software";"N/A";
"https://oagd.net/game/c88b8689-e090-58e6-956d-9e908274fbb9";"c\crystal-quest";"1989";"English";"1 - 2 (1 simultaneous)";"Crystal Quest";"Casady & Greene";"N/A";"Michael Farren"
"https://oagd.net/game/9630633c-2bed-5cb3-ba71-b4b62dfa42b5";"c\cube-x";"1992";"English";"1";"Cube-X";"Soft Enterprises";"N/A";"Soft Enterprises"
"https://oagd.net/game/1c87ff22-5d59-56be-97c1-acfa50aed690";"c\cubix";"1991";"English";"1";"Cubix";"media GmbH";"N/A";"Xtreme D-Sign"
"https://oagd.net/game/e54c3336-41fd-50c6-ad01-db627f235d96";"c\cubulus";"1991";"English";"1 - 2 (1 simultaneous)";"Cubulus";"Software 2000";"N/A";
"https://oagd.net/game/d0d0e22f-3830-564d-9f43-b5b085814257";"c\cyber-assault";"1991";"English";"1";"Cyber Assault";"Trojan";"N/A";
"https://oagd.net/game/27a2c91f-b812-50aa-8d31-4fab746eaa7e";"c\cyber-cop";"1992";"English";"1";"Cyber Cop";"Energize (Impressions)";"N/A";
"https://oagd.net/game/d5fd3fbb-7182-576e-96b6-88d69702aaa8";"c\cyber-empires";"1992";"English";"1 - 5 (1 simultaneous)";"Cyber Empires";"SSI";"N/A";"Silicon Knights"
"https://oagd.net/game/7bdf3617-06fd-5110-a97d-020e6d27e2ba";"c\cyber-kick";"1994";"English";"1";"Cyber Kick";"L.K. Avalon";"N/A";"Eagle"
"https://oagd.net/game/899caee1-5a33-5aed-9a75-1daf12328970";"c\cyber-world";"1990";"English";"1";"Cyber World";"Magic Bytes";"N/A";
"https://oagd.net/game/c98e0187-2286-5177-ba0d-f97cfd6dce6f";"c\cyberball";"1990";"English";"1 - 2 (2 simultaneous)";"Cyberball";"Domark / Tengen / ERBE";"N/A";"Quixel"
"https://oagd.net/amiga/cyberblast";"c\cyberblast";"1992";"English";"1 - 2 (2 simultaneous)";"Cyberblast";"Innerprise";"N/A";
"https://oagd.net/game/200bc4ad-b5e9-540f-92bd-86c56ef48810";"c\cybergammon";"1990";"English";"1 - 2 (1 simultaneous)";"Cybergammon";"Amiga Fun (CompuTec Verlag)";"N/A";"Cyberstyle"
"https://oagd.net/game/db1ec5b9-35b1-5f03-a64e-3f9de2e2e150";"c\cybernauts";"1988";"English";"1";"Cybernauts";"Kingsoft";"N/A";
"https://oagd.net/game/729c84c0-9568-5bdf-a1fc-565e6e5c73a4";"c\cyberzerk";"1993";"English";"1 - 2 (2 simultaneous)";"Cyberzerk";"Boeder";"N/A";"Century"
"https://oagd.net/game/b9d9e3f8-d78d-57b5-9e0f-6638043f0e65";"c\cycles-the-international-grand-prix-racing";"1989";"English";"1";"Cycles, The: International Grand Prix Racing";"Accolade";"N/A";"Distinctive (D.S.I.)"
"https://oagd.net/amiga/cygnus-8";"c\cygnus-8";"1997";"English";"1";"Cygnus 8";"Islona (Epic Marketing)";"N/A";"Applaud"
"https://oagd.net/game/601dc8ab-2e50-5185-be14-86b619860e74";"c\cytadela";"1995";"Polish";"1";"Cytadela";"Arrakis";"N/A";"Virtual Design"
"https://oagd.net/game/d81ccc12-2770-50f4-82be-0ae600878a7d";"d\damage-the-sadistic-butchering-of-humanity";"1996";"English";"1";"Damage: The Sadistic Butchering of Humanity";"Crystal Interactive";"N/A";"Suomi-Peli"
"https://oagd.net/game/65983b42-5d19-502d-9b98-ac781adaf02d";"d\dames-simulator";"1990";"English";"1 - 2 (1 simultaneous)";"Dames Simulator";"Infogrames";"N/A";
"https://oagd.net/game/748d0759-cdaa-5b1f-bbb3-cfa7cd208117";"d\dark-side";"1989";"English";"1";"Dark Side";"MicroStatus (MicroProse) / Spotlight (Cinemaware)";"N/A";"Major Developments"
"https://oagd.net/game/b76c89f4-ddbd-5c8f-9bb2-67dcd76f907c";"d\darkspyre";"1991";"English";"1";"DarkSpyre";"Electronic Zoo / Event Horizon";"N/A";"Software Sorcery"
"https://oagd.net/game/2d696053-2e48-5ee9-a14e-b717d2b24dde";"d\darts-501";"1998";"English";"1 - 2 (1 simultaneous)";"Darts 501";"Freeware";"N/A";"Park Productions"
"https://oagd.net/game/23c155af-8aed-5ff0-b98b-cbae834eb022";"d\day-of-the-pharaoh";"1989";"English, German";"1";"Day Of The Pharaoh";"Rainbow Arts (Softgold)";"N/A";"Chip"
"https://oagd.net/game/16f5fdac-ecce-5d30-aff3-0663efd00c5f";"d\death-sword";"1988";"English";"1 - 2 (2 simultaneous)";"Death Sword";"Epyx";"N/A";
"https://oagd.net/game/fe919079-71be-5362-8ec5-4cda77d294fd";"d\deathbots";"1990";"English";"1";"Deathbots";"Anco";"N/A";"Odyssey"
"https://oagd.net/game/4303e400-8263-5115-83ef-a3804972e1bf";"d\deathbringer-spotlight";"1989";"English";"1";"DeathBringer (Spotlight)";"Spotlight (Cinemaware)";"N/A";
"https://oagd.net/game/b52cac40-8d11-56c2-90ce-815e755ee2e1";"d\deathbringer-the-sword-of-abaddon";"1991";"English";"1";"Deathbringer: The Sword of Abaddon";"Empire";"N/A";"The Mystery Machine"
"https://oagd.net/game/76bdc134-2091-50bc-a538-3c5cb1c8e419";"d\debut-planet-simulation";"1990";"English";"1";"Début: Planet Simulation";"Pandora";"N/A";"Tyme and Reality"
"https://oagd.net/game/45cecf35-2625-5dbe-80e6-5065ee75df4e";"t\the-deep";"1988";"English";"1 - 2 (2 simultaneous)";"The Deep";"U.S. Gold";"N/A";"Emerald"
"https://oagd.net/game/25b6993f-1b32-5fdc-afca-69592442cbb3";"d\defender-ratsoft";"1994";"English";"1 - 2 (1 simultaneous)";"Defender (Ratsoft)";"Ratsoft";"N/A";"Ratsoft"
"https://oagd.net/game/877a0d0f-8b65-5c42-80ad-59368d06b6de";"d\defenders-of-the-earth";"1990";"English";"1";"Defenders of the Earth";"Hi-Tec";"N/A";"Enigma Variations"
"https://oagd.net/game/246b0c76-694c-544b-82f6-49f7c7842982";"d\delivery-agent";"1993";"German";"1 - 4 (1 simultaneous)";"Delivery Agent";"OASE (Wolf)";"N/A";"Black Design"
"https://oagd.net/game/bc26a858-3708-506f-bfaa-865732d88965";"d\delta-run";"1989";"English";"1 - 2 (1 simultaneous)";"Delta Run";"Vesaliasoft";"N/A";"Mehlsack-Productions"
"https://oagd.net/game/074fa1c2-42a8-57a5-80eb-1493deea1304";"d\demolition";"1987";"English";"1";"Demolition";"Kingsoft / Anco";"N/A";"Amiga Artists"
"https://oagd.net/game/27502d64-9292-5c2c-b37d-4621d3d5a191";"d\demons-tomb-the-awakening";"1989";"English";"1";"Demon's Tomb: The Awakening";"Melbourne House (Virgin Mastertronic)";"N/A";
"https://oagd.net/game/4a9e6fbe-438b-50f2-80e7-db3bb3f5cc98";"d\demons-winter";"1989";"English";"1";"Demon's Winter";"SSI";"N/A";"Novotrade"
"https://oagd.net/game/6899424f-c401-5bdd-8f3d-b518e3375977";"d\demoniak";"1991";"English";"1";"Demoniak";"Titus / Palace";"N/A";
"https://oagd.net/game/4b2999b1-3b55-5995-8a7a-bcd34c859030";"d\denver-presente-je-decouvre-les-formes";"1990";"French";"1";"Denver présente: Je Découvre Les Formes";"Loriciel";"N/A";
"https://oagd.net/game/b4dc7a24-e4ff-58e2-ae7a-65ae1f677938";"d\destroyer";"1988";"English";"1";"Destroyer";"Epyx";"N/A";"Sculptured"
"https://oagd.net/game/58bd5ad1-2629-578a-9816-db6b0254fe5c";"d\detector";"1988";"English";"1 -2 (1 simultaneous)";"Detector";"Time Warp";"N/A";"Amiga Artists"
"https://oagd.net/game/1f7f0bfe-747f-5a24-9b26-8cc13c1bd81f";"d\detonator";"1987";"English";"1 - 2 (1 simultaneous)";"Detonator";"Creative vision";"N/A";"Creative Vision"
"https://oagd.net/game/527b3f58-fb1e-511d-a5d7-efbe401e26f3";"d\diablo";"1987";"English";"1";"Diablo";"Classic Image / Diamond";"N/A";"Classic Image"
"https://oagd.net/game/dfc64c53-c8ad-5ea7-9129-afd2f8eb4aca";"d\diabolik-01-inafferrabile-criminale";"1993";"Italian";"1";"Diabolik 01: Inafferrabile Criminale";"Simulmondo";"N/A";"Simulmondo"
"https://oagd.net/game/fb66db64-2353-521c-a575-85aae4519c55";"d\dick-tracy-the-crime-solving-adventure";"1991";"English";"1";"Dick Tracy: The Crime Solving Adventure";"Disney";"N/A";"Distinctive"
"https://oagd.net/game/65942323-9fdd-5a13-998c-0b9a0c7c0585";"d\dizzy-dice";"1990";"English";"1";"Dizzy Dice";"Rainbow Arts / Smash 16";"N/A";
"https://oagd.net/game/a316ce29-169d-5dca-ae3a-57e374555d57";"d\do-run-run";"1990";"English";"1 - 2 (1 simultaneous)";"DO! Run Run";"Electrocoin";"N/A";
"https://oagd.net/game/d76e1d86-3e4b-5574-89f3-4ae2c426b856";"d\doom-ii";;;"1";"Doom II";;"N/A";
"https://oagd.net/game/1171d3b3-7576-5718-b840-da6961122e05";"d\dr-dooms-revenge";"1989";"English, German, Spanish, French, Italian";"1";"Dr. Doom's Revenge!";"Empire / Medialist / Paragon";"N/A";
"https://oagd.net/game/e3513589-8bbe-576d-8d4c-97e1be4221e1";"d\dragon-spirit";"1989";"English";"1";"Dragon Spirit";"Domark / Tengen";"N/A";"Consult"
"https://oagd.net/game/66678761-7f09-557a-9582-96c64d01673e";"d\dragons-kingdom";;"English";"1";"Dragon's Kingdom";"Genias";"N/A";"Golden Team"
"https://oagd.net/game/a7dee073-b6af-5b06-bf6c-77bd53bbdf66";"d\drakkhen";"1990";"English, German, French";"1";"Drakkhen";"Infogrames / Draconian";"N/A";
"https://oagd.net/game/2b8d2875-517d-5aad-88dd-a60988954743";"d\dream-zone";"1988";"English";"1";"Dream Zone";"Baudville";"N/A";"Windy City"
"https://oagd.net/game/0b6cd236-3ae6-5b39-9a2f-9207f962789c";"d\dribbling-calcio-serie-a-1992-93";"1992";"English, Italian";"1 - 18 (2 simultaneous)";"Dribbling: Calcio Serie A 1992-93";"Idea";"N/A";
"https://oagd.net/game/bc48637b-5f0b-5be6-8bf1-4c4e5754c9f1";"d\drip";"1989";"English";"1 - 2 (1 simultaneous)";"Drip";"Freeware";"N/A";"Art Skiles"
"https://oagd.net/game/59e9aae5-0643-5a43-95ac-135d70ac0da0";"d\drivin-force";"1990";"English";"1";"Drivin' Force";"Digital Magic";"N/A";
"https://oagd.net/game/8e38502b-40e5-522a-a7d8-d7b1d371f7c3";"d\drol";"1991";"English";"1";"Drol";"Freeware";"N/A";"Cachet"
"https://oagd.net/game/5ca8894c-cac0-5783-af60-cc5c68a562f2";"d\drsna-cesta";"1993";"cs";"1";"Drsná Cesta";"M.K.C.S.";"N/A";"Torture"
"https://oagd.net/amiga/dungeon-adventure";"d\dungeon-adventure";"1986";"English";"1";"Dungeon Adventure";"Firebird / Rainbird";"N/A";"Level 9"
"https://oagd.net/game/3c3137d4-5797-5315-8504-0690b2bc1829";"d\dungeon-master_#2";"1992";;"1";"Dungeon Master";"Psygnosis";"N/A";"FTL"
"https://oagd.net/game/b5b73c82-9466-568c-8330-e3501d7ff642";"d\dungeons-of-avalon";"1991";"English";"1";"Dungeons of Avalon";"Amiga Mania (MC Publications) / Amiga Fun (CompuTec Verlag)";"N/A";"Zeret"
"https://oagd.net/game/1ffe3636-1131-5cac-ac35-6b0794090304";"d\dungeons-of-avalon-ii-the-island-of-darkness";"1992";"English";"1";"Dungeons of Avalon II: The Island of Darkness";"Amiga Mania (MC Publications) / CompuTec Verlag";"N/A";"Zeret"
"https://oagd.net/game/6f60d890-d561-5a38-a6fe-6e843f0c89e8";"d\dungeons-amethysts-alchemists-n-everythin";"1991";;"1";"Dungeons, Amethysts, Alchemists 'n' Everythin'";"Atlantis";"N/A";
"https://oagd.net/game/0312194b-b73d-5a09-a946-cdb164df3819";"d\dux";"1991";"English";"1";"Dux";"Gremlin / CU Amiga (EMAP)";"N/A";"Magnetic Fields"
"https://oagd.net/game/6c10dc9b-797b-5452-86b0-cfa423257683";"d\dynamite-dick";"1991";"English";"1";"Dynamite Dick";"Courbois";"N/A";
"https://oagd.net/game/45804c5a-3e41-595a-8a4b-623da60ac917";"d\dynatech";"1993";"German";"1 - 2 (2 simultaneous)";"Dynatech";"Magic Bytes";"N/A";"Eleven"
"https://oagd.net/game/ef91a241-1f13-5b4f-b4dd-240b89bb07e0";"d\dynatech-aga";"1993";"German";"1 - 2 (2 simultaneous)";"Dynatech AGA";"Magic Bytes";"N/A";"Eleven"
"https://oagd.net/game/699503a6-9320-5b35-a29a-03caff5ff85d";"e\ets-rugby-league";"1992";"English";"1 - 2 (2 simultaneous)";"E.T.'s Rugby League";"Sega Ozisoft";"N/A";"Denton Designs"
"https://oagd.net/game/7aa0e4f4-363d-52bd-a3a4-fb83fb75cfa4";"e\easy-and-fun-four-in-one";"1988";"English";"1 - 2 (2 simultaneous)";"Easy and Fun: Four in One";"Polyglot";"N/A";
"https://oagd.net/game/e2ddb6b8-6e11-5f6d-979a-a0c5b54bf30e";"e\eco";"1988";"English";"1";"Eco";"Ocean";"N/A";"Denton Designs"
"https://oagd.net/game/35072f6a-02ad-5074-a2a1-cdb8324e8be4";"e\eco-phantoms";"1991";"English";"1";"Eco Phantoms";"Electronic Zoo";"N/A";"Splinter Vision"
"https://oagd.net/game/1be21edb-5ee5-5148-acdf-7e3e539f2388";"e\eksperyment-delfin";"1995";"Polish";"1";"Eksperyment Delfin";"MarkSoft";"N/A";"Art4"
"https://oagd.net/game/e0f00d82-1f47-5e18-b928-e22ae941ba79";"e\electronic-pool";"1987";"English";"1 - 2 (1 simultaneous)";"Electronic Pool";"Microdeal";"N/A";
"https://oagd.net/game/19d13815-edb1-52ca-b495-00062bfa4775";"e\elite-advanced";"2003";"English";"1";"Elite Advanced";"Firebird / Rainbird";"N/A";"Mr. Micro"
"https://oagd.net/game/1d0d4b4d-8671-5baa-98d9-f653aa3685c9";"e\elysium";"1993";"German";"1 - 6 (1 simultaneous)";"Elysium";"Magic Bytes";"N/A";"Deep Thought"
"https://oagd.net/game/9b82514b-6833-5ac5-9f5a-03e14ed679b1";"e\emerald-mine-3-professional";"1990";"English";"1 - 2 (2 simultaneous)";"Emerald Mine 3 Professional";"Kingsoft";"N/A";
"https://oagd.net/game/c926e535-ea08-55f3-a918-88607338bedb";"e\emlyn-hughes-arcade-quiz";"1990";"English";"1";"Emlyn Hughes Arcade Quiz";"Audiogenic";"N/A";
"https://oagd.net/game/b8ba1970-a08f-5b66-ba00-e891441f9396";"e\emperor-of-the-mines";"1989";"English";"1";"Emperor of the Mines";"Impressions";"N/A";"Plato"
"https://oagd.net/game/d0bb3ebd-a744-5822-99fa-eaa9d7fa5481";"e\empire-soccer-94";"1994";"English";"1 - 8 (2 simultaneous)";"Empire Soccer 94";"Empire";"N/A";"Graftgold"
"https://oagd.net/game/ed23aeab-c2d5-5aef-abe2-d535e5076389";"e\energie-manager";"1993";"German";"1 - 4 (1 simultaneous)";"Energie-Manager";"Rauser";"N/A";"Rauser"
"https://oagd.net/game/f151ed3a-1ab2-5f06-b472-ad58b0e5eb0d";"e\england-championship-special";"1991";"English";"1 - 2 (2 simultaneous)";"England Championship Special";"Grandslam";"N/A";"Tiertex"
"https://oagd.net/game/9b383bf1-3754-5877-b40d-ca1e0d7dd600";"t\the-enigma-device";"1988";"English";"1 - 20 (1 simultaneous)";"The Enigma Device";"King";"N/A";
"https://oagd.net/game/d9c816d3-c382-552c-9f7c-7bedcf6a9a34";"e\enlightenment-druid-ii";"1988";"English";"1 -2 (2 simultaneous)";"Enlightenment: Druid II";"Firebird / Rainbird";"N/A";"Bullfrog"
