"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"CiscoHeat\CiscoHeat.Slave";"Disk, NoError, EmulTrap";"Cisco Heat ? 1992 Imageworks";"Cisco Heat";"1992 Imageworks";"0";"C\CiscoHeat_v1.1_1393.lha";"CiscoHeat";"CiscoHeat";"0";"whdload";"524288";"915740";"CiscoHeat";"OCS/ECS";"";"";"";"";"";"cisco heat"
"Citadel\Citadel.slave";"NoError, EmulTrap, ClearMem";"Citadel by Arrakis/Virtual Design (c) 1995 - 5 disks.";"Citadel";"1995 VD";"593920";"C\Citadel_v1.2.lha";"Citadel";"Citadel";"0";"whdload";"524288";"4542971";"Citadel";"OCS/ECS";"";"";"";"";"";"citadel"
"CityDefence\CityDefence.Slave";"NoError, EmulPriv";"City Defence ? 1987 KingSoft.";"Karate King/City Defence";"1987 KingSoft";"262144";"C\CityDefence_v1.1.lha";"CityDefence";"CityDefence";"0";"whdload";"524288";"916923";"CityDefence";"OCS/ECS";"";"";"";"";"";"city defence karate king"
"Civilization\Civilization.Slave";"NoError, EmulPriv, Examine";"Civilization ? 1992 MicroProse";"Civilization (ECS)";"1992 MicroProse";"1310720";"C\Civilization_v1.1_2090.lha";"Civilization";"Civilization";"0";"whdload";"1048576";"1602251";"Civilization";"OCS/ECS";"";"";"";"";"";"civilization"
"CivilizationAGA\CivilizationAGA.slave";"NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Civilization ? 1992 MicroProse";"Civilization (AGA)";"1994 MicroProse";"1048576";"C\Civilization_v1.1_AGA_1633.lha";"CivilizationAGA";"CivilizationAGA";"0";"whdload";"1048576";"2748017";"Civilization";"AGA";"";"";"";"";"";"civilization"
"CivilizationAGACD\CivilizationAGACD.Slave";"NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Civilization ? 1992 MicroProse";"Civilization (AGA)";"1994 MicroProse";"1048576";"C\Civilization_v1.1_AGA_CD.lha";"CivilizationAGACD";"CivilizationAGACD";"0";"whdload";"1048576";"2817500";"Civilization";"CD,AGA";"";"";"";"";"";"civilization"
"CivilizationAGADe\CivilizationAGADe.Slave";"NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Civilization ? 1992 MicroProse";"Civilization (AGA)";"1994 MicroProse";"1048576";"C\Civilization_v1.1_AGA_De.lha";"CivilizationAGADe";"CivilizationAGADe";"0";"whdload";"1048576";"3056429";"Civilization";"AGA";"De";"";"";"";"";"civilization"
"CivilizationCD\CivilizationCD.Slave";"NoError, EmulPriv, Examine";"Civilization ? 1992 MicroProse";"Civilization (ECS)";"1992 MicroProse";"1310720";"C\Civilization_v1.1_CD.lha";"CivilizationCD";"CivilizationCD";"0";"whdload";"1048576";"1658808";"Civilization";"CD";"";"";"";"";"";"civilization"
"CivilizationDe\CivilizationDe.Slave";"NoError, EmulPriv, Examine";"Civilization ? 1992 MicroProse";"Civilization (ECS)";"1992 MicroProse";"1310720";"C\Civilization_v1.1_De_0671.lha";"CivilizationDe";"CivilizationDe";"0";"whdload";"1048576";"1615014";"Civilization";"OCS/ECS";"De";"";"";"";"";"civilization"
"CJInTheUSA\CJInTheUSA.Slave";"NoError, EmulTrap, ClearMem";"CJ in the USA ? 1992 Codemasters.";"CJ in the USA";"1992 Codemasters";"0";"C\CJInTheUSA_v1.2_1946.lha";"CJInTheUSA";"CJInTheUSA";"0";"whdload";"524288";"243984";"CJInTheUSA";"OCS/ECS";"";"";"";"";"";"cjin the usa cj in"
"CJsElephantAntics\CJsElephantAntics.Slave";"NoError, EmulTrap";"CJ's Elephant Antics (c) 1991 Codemasters - 1 disk.";"CJ";"1991 Codemasters";"0";"C\CJsElephantAntics_v1.2_0832.lha";"CJsElephantAntics";"CJsElephantAntics";"0";"whdload";"524288";"213728";"CJsElephantAntics";"OCS/ECS";"";"";"";"";"";"cjs elephant antics cj"
"Classic&BabyArcadia\Classic&BabyArcadia.Slave";"NoError";"Classic Arcadia ? 1994 Alternative Software.";"Classic Arcadia";"1994 Alternative Software";"262144";"C\Classic&BabyArcadia_v1.1_1017.lha";"Classic&BabyArcadia";"Classic&BabyArcadia";"0";"whdload";"524288";"773301";"Classic&BabyArcadia";"OCS/ECS";"";"";"";"";"";"classic baby arcadia"
"ClassicBoardGames\ClassicBoardGames.slave";"NoError, EmulPriv, Examine";"Classic Board Games ? 1990 Merit Software.";"Classic Board Games";"1990 Merit Software";"589824";"C\ClassicBoardGames_v1.0.lha";"ClassicBoardGames";"ClassicBoardGames";"0";"whdload";"524288";"456447";"ClassicBoardGames";"OCS/ECS";"";"";"";"";"";"classic board games"
"ClassicPucman\ClassicPucman.slave";"NoError, EmulTrap, NoDivZero, ClearMem";"";"Pucman";"1996 F1 Licenceware";"0";"C\ClassicPucman_v1.0.lha";"ClassicPucman";"ClassicPucman";"0";"whdload";"1048576";"523808";"ClassicPucman";"OCS/ECS";"";"";"";"";"";"classic pucman"
"Cliffhanger\Cliffhanger.slave";"NoError, EmulTrap";"Cliffhanger by Psygnosis/Spidersoft (c) 1993 - 1 disk.";"Cliffhanger";"1991 Spidersoft";"524288";"C\Cliffhanger_v1.1_1598.lha";"Cliffhanger";"Cliffhanger";"0";"whdload";"524288";"911430";"Cliffhanger";"OCS/ECS";"";"";"";"";"";"cliffhanger"
"ClikClak\ClikClak.Slave";"NoError, EmulTrap";"Clik Clak (c) 1992 Idea - 1 disk.";"Clik Clak";"1992 Idea";"0";"C\ClikClak_v1.0.lha";"ClikClak";"ClikClak";"0";"whdload";"524288";"829392";"ClikClak";"OCS/ECS";"";"";"";"";"";"clik clak"
"Clockwiser\Clockwiser.Slave";"NoError, ClearMem, Examine";"Clockwiser ?1994 Rasputin";"Clockwiser ECS";"1994 Rasputin";"757760";"C\Clockwiser_v1.1.lha";"Clockwiser";"Clockwiser";"0";"whdload";"802816";"1502836";"Clockwiser";"OCS/ECS";"";"";"";"";"";"clockwiser"
"ClockwiserAGA\ClockwiserAGA.Slave";"NoError, ReqAGA, ClearMem, Examine";"Clockwiser ?1994 Rasputin";"Clockwiser AGA";"1994 Rasputin";"720896";"C\Clockwiser_v1.1_AGA_1900.lha";"ClockwiserAGA";"ClockwiserAGA";"0";"whdload";"1441792";"2099927";"Clockwiser";"AGA";"";"";"";"";"";"clockwiser"
"ClockwiserCD32\ClockwiserCD32.Slave";"NoError, ReqAGA, ClearMem, Examine";"Clockwiser ?1994 Rasputin";"Clockwiser AGA";"1994 Rasputin";"720896";"C\Clockwiser_v1.1_CD32.lha";"ClockwiserCD32";"ClockwiserCD32";"0";"whdload";"1441792";"1666532";"Clockwiser";"CD32";"";"";"";"";"";"clockwiser"
"ClouDeAGA&Profidisk\ClouDeAGA&Profidisk.Slave";"NoError, Req68020, EmulPriv, ClearMem, Examine";"The Clue! ? 1994 Neo";"The Clue! (AGA)";"1994 Neo";"1048576";"C\Clou&Profidisk_v1.1_AGA_De.lha";"ClouDeAGA&Profidisk";"ClouDeAGA&Profidisk";"0";"whdload";"983040";"4278174";"Clou";"AGA";"De";"";"";"";"Profidisk";"clou the clue"
"ClouDe&Profidisk\ClouDe&Profidisk.Slave";"NoError, EmulPriv, ClearMem, Examine";"The Clue! ? 1994 Neo";"The Clue! (ECS)";"1994 Neo";"917504";"C\Clou&Profidisk_v1.1_De.lha";"ClouDe&Profidisk";"ClouDe&Profidisk";"0";"whdload";"524288";"3406157";"Clou";"OCS/ECS";"De";"";"";"";"Profidisk";"the clue"
"CloudKingdoms\CloudKingdoms.slave";"Disk, NoError, EmulTrap";"Cloud Kingdoms by Millenium, 1 disk.";"Cloud Kingdoms";"Millennium";"0";"C\CloudKingdoms_v1.1_0642.lha";"CloudKingdoms";"CloudKingdoms";"0";"whdload";"524288";"404837";"CloudKingdoms";"OCS/ECS";"";"";"";"";"";"cloud kingdoms"
"ClouDeAGA\ClouDeAGA.Slave";"NoError, Req68020, EmulPriv, ClearMem, Examine";"The Clue! ? 1994 Neo";"The Clue! (AGA)";"1994 Neo";"1048576";"C\Clou_v1.1_AGA_De.lha";"ClouDeAGA";"ClouDeAGA";"0";"whdload";"983040";"3367100";"Clou";"AGA";"De";"";"";"";"";"clou the clue"
"ClouDe\ClouDe.Slave";"NoError, EmulPriv, ClearMem, Examine";"The Clue! ? 1994 Neo";"The Clue! (ECS)";"1994 Neo";"917504";"C\Clou_v1.1_De.lha";"ClouDe";"ClouDe";"0";"whdload";"524288";"2814662";"Clou";"OCS/ECS";"De";"";"";"";"";"the clue"
"ClownOMania\ClownOMania.slave";"Disk, NoError";"Clown-O-Mania (C) 1989 Starbyte.";"Clown-o-Mania";"1989 Starbyte";"0";"C\ClownOMania_v1.3_2807.lha";"ClownOMania";"ClownOMania";"0";"whdload";"507904";"920502";"ClownOMania";"OCS/ECS";"";"";"";"";"";"clown omania mania"
"CluedoMasterDetective\CluedoMasterDetective.Slave";"NoError, EmulPriv, Examine";"Cluedo: Master Detective ? 1989 Leisure Genius";"Cluedo: Master Detective";"1989 Leisure Genius";"262144";"C\CluedoMasterDetective_v1.1_1122.lha";"CluedoMasterDetective";"CluedoMasterDetective";"0";"whdload";"524288";"504640";"CluedoMasterDetective";"OCS/ECS";"";"";"";"";"";"cluedo master detective"
"ClueMasterDetective\ClueMasterDetective.slave";"NoError, EmulPriv, Examine";"Cluedo: Master Detective ? 1989 Leisure Genius";"Cluedo: Master Detective";"1989 Leisure Genius";"262144";"C\ClueMasterDetective_v1.1_0672.lha";"ClueMasterDetective";"ClueMasterDetective";"0";"whdload";"524288";"491298";"ClueMasterDetective";"OCS/ECS";"";"";"";"";"";"clue master detective cluedo"
"Clue\Clue.slave";"NoError, EmulPriv, ClearMem, Examine";"The Clue! ? 1994 Neo";"The Clue! (ECS)";"1994 Neo";"917504";"C\Clue_v1.1_2134.lha";"Clue";"Clue";"0";"whdload";"524288";"2820405";"Clue";"OCS/ECS";"";"";"";"";"";"clue the"
"ClueAGA\ClueAGA.slave";"NoError, Req68020, EmulPriv, ClearMem, Examine";"The Clue! ? 1994 Neo";"The Clue! (AGA)";"1994 Neo";"1048576";"C\Clue_v1.1_AGA.lha";"ClueAGA";"ClueAGA";"0";"whdload";"983040";"3373914";"Clue";"AGA";"";"";"";"";"";"clue the"
"Coala\Coala.Slave";"NoError, EmulPriv";"Coala ? 1993 Empire.";"Coala ECS";"1993 Empire";"1048576";"C\Coala_v1.0_0242.lha";"Coala";"Coala";"0";"whdload";"524288";"1375654";"Coala";"OCS/ECS";"";"";"";"";"";"coala"
"CoalaAGA\CoalaAGA.Slave";"NoError, ReqAGA, EmulPriv";"Coala ? 1993 Empire.";"Coala AGA";"1993 Empire";"1048576";"C\Coala_v1.0_AGA_0242.lha";"CoalaAGA";"CoalaAGA";"0";"whdload";"524288";"1591885";"Coala";"AGA";"";"";"";"";"";"coala"
"CodeNameIceman\CodenameIceman.slave";"NoError, EmulPriv, Examine";"Codename: Iceman ? 1990 Sierra.";"Codename: Iceman";"1990 Sierra";"1310720";"C\CodeNameIceman_v1.5_0468.lha";"CodeNameIceman";"CodeNameIceman";"0";"whdload";"524288";"3204124";"CodeNameIceman";"OCS/ECS";"";"";"";"";"";"code name iceman codename"
"CogansRun\CogansRun.Slave";"NoError, EmulPriv, Examine";"Cogans Run ? 1987 Softgang";"Cogans Run";"1987 SoftGang";"262144";"C\CogansRun_v1.0_0469.lha";"CogansRun";"CogansRun";"0";"whdload";"524288";"618919";"CogansRun";"OCS/ECS";"";"";"";"";"";"cogans run"
"ColonelsBequest\ColonelsBequest.slave";"NoError, EmulPriv, Examine";"Colonel's Bequest ? 1989 Sierra.";"Colonel";"1990 Sierra";"1048576";"C\ColonelsBequest_v2.2_0796.lha";"ColonelsBequest";"ColonelsBequest";"0";"whdload";"524288";"3486216";"ColonelsBequest";"OCS/ECS";"";"";"";"";"";"colonels bequest colonel"
"Colonization\Colonization.Slave";"NoError, Req68020, EmulPriv, Examine";"Colonization ? 1995 Microprose";"Colonization";"1995 Microprose";"2097152";"C\Colonization_v1.0_0452.lha";"Colonization";"Colonization";"0";"whdload";"524288";"2370532";"Colonization";"OCS/ECS";"";"";"";"";"";"colonization"
"ColonizationAGA\ColonizationAGA.Slave";"NoError, Req68020, EmulPriv, Examine";"Colonization ? 1995 Microprose";"Colonization";"1995 Microprose";"1572864";"C\Colonization_v1.0_AGA_0452.lha";"ColonizationAGA";"ColonizationAGA";"0";"whdload";"1048576";"2370567";"Colonization";"AGA";"";"";"";"";"";"colonization"
"Colony\Colony.Slave";"NoError, EmulPriv, Examine";"The Colony ? 1990 Mindscape.";"The Colony";"1990 Mindscape";"786432";"C\Colony_v1.0_0673.lha";"Colony";"Colony";"0";"whdload";"524288";"1222395";"Colony";"OCS/ECS";"";"";"";"";"";"colony the"
"Colorado\Colorado.Slave";"NoError, EmulPriv, Examine";"Colorado by Silmarils (c) 1990 - 1 disk.";"Colorado (without fast memory)";"1990 Silmarils";"262144";"C\Colorado_v1.4_1743.lha";"Colorado";"Colorado";"0";"whdload";"589824";"824776";"Colorado";"OCS/ECS";"";"";"";"";"";"colorado without fast memory"
"ColoradoFast\ColoradoFast.Slave";"NoError, EmulPriv, Examine";"Colorado by Silmarils (c) 1990 - 1 disk.";"Colorado";"1990 Silmarils";"524288";"C\Colorado_v1.4_Fast_1743.lha";"ColoradoFast";"ColoradoFast";"0";"whdload";"524288";"824784";"Colorado";"OCS/ECS";"";"Fast";"";"";"";"colorado"
"ColoradoFr\ColoradoFr.Slave";"NoError, EmulPriv, Examine";"Colorado by Silmarils (c) 1990 - 1 disk.";"Colorado (without fast memory)";"1990 Silmarils";"262144";"C\Colorado_v1.4_Fr.lha";"ColoradoFr";"ColoradoFr";"0";"whdload";"589824";"823301";"Colorado";"OCS/ECS";"Fr";"";"";"";"";"colorado without fast memory"
"ColoradoFastFr\ColoradoFastFr.slave";"NoError, EmulPriv, Examine";"Colorado by Silmarils (c) 1990 - 1 disk.";"Colorado";"1990 Silmarils";"524288";"C\Colorado_v1.4_Fr_Fast.lha";"ColoradoFastFr";"ColoradoFastFr";"0";"whdload";"524288";"823309";"Colorado";"OCS/ECS";"Fr";"Fast";"";"";"";"colorado"
"ColorBuster\ColorBuster.slave";"NoError, EmulTrap";"Colorbuster by Indian Software (c) 1991 - 1 disk.";"Colorbuster";"1991 Pyramid Software";"0";"C\ColorBuster_v1.0.lha";"ColorBuster";"ColorBuster";"0";"whdload";"524288";"423915";"ColorBuster";"OCS/ECS";"";"";"";"";"";"color buster"
"Coloris\Coloris.Slave";"NoError, EmulPriv, ClearMem, Examine";"Coloris ? 1990 Avesoft";"Coloris";"1990 Avesoft";"262144";"C\Coloris_v1.1.lha";"Coloris";"Coloris";"0";"whdload";"524288";"685936";"Coloris";"OCS/ECS";"";"";"";"";"";"coloris"
"ColossusChessX\ColossusChessX.Slave";"NoError, EmulPriv, ClearMem, Examine";"Colossus Chess X ?1989 CDS";"Colossus Chess X";"1989 CDS";"786432";"C\ColossusChessX_v1.2_1510.lha";"ColossusChessX";"ColossusChessX";"0";"whdload";"524288";"800028";"ColossusChessX";"OCS/ECS";"";"";"";"";"";"colossus chess"
"CombatAirPatrol\CombatAirPatrol.slave";"NoError, EmulTrap, EmulPriv, Examine";"Combat Air Patrol ? 1991 Psygnosis.";"Combat Air Patrol";"1991 Psygnosis";"786432";"C\CombatAirPatrol_v1.2_0674.lha";"CombatAirPatrol";"CombatAirPatrol";"0";"whdload";"1048576";"2278070";"CombatAirPatrol";"OCS/ECS";"";"";"";"";"";"combat air patrol"
"ComboRacer\ComboRacer.Slave";"NoError, EmulPriv, Examine";"Combo Racer ? 1990 Gremlin";"Combo Racer";"1990 Gremlin";"262144";"C\ComboRacer_v1.0.lha";"ComboRacer";"ComboRacer";"0";"whdload";"524288";"1166173";"ComboRacer";"OCS/ECS";"";"";"";"";"";"combo racer"
"Commando\Commando.Slave";"NoError, EmulTrap, ClearMem";"Commando ? 1989 Elite.";"Commando";"1989 Elite";"0";"C\Commando_v1.2_0002.lha";"Commando";"Commando";"0";"whdload";"524288";"616124";"Commando";"OCS/ECS";"";"";"";"";"";"commando"
"ComputerScrabble\ComputerScrabble.Slave";"NoError, EmulPriv, Examine";"Computer Scrabble ? 1988 Leisure Genius";"Computer Scrabble / Scrabble Deluxe";"1988 Leisure Genius";"786432";"C\ComputerScrabble_v1.1.lha";"ComputerScrabble";"ComputerScrabble";"0";"whdload";"524288";"232525";"ComputerScrabble";"OCS/ECS";"";"";"";"";"";"computer scrabble deluxe"
"ComputerThirdReich\ComputerThirdReich.Slave";"NoError, EmulPriv, Examine";":";"Third Reich";"1992 Avalon Hill Game Company";"786432";"C\ComputerThirdReich_v1.0.lha";"ComputerThirdReich";"ComputerThirdReich";"0";"whdload";"524288";"917634";"ComputerThirdReich";"OCS/ECS";"";"";"";"";"";"computer third reich"
"ConanTheCimmerian\ConanTheCimmerian.Slave";"NoError, EmulPriv";"Conan The Cimmerian ? Synergistic/Virgin Games.";"Conan The Cimmerian";"Virgins Games/Synergistic";"786432";"C\ConanTheCimmerian_v1.0.lha";"ConanTheCimmerian";"ConanTheCimmerian";"0";"whdload";"655360";"3697618";"ConanTheCimmerian";"OCS/ECS";"";"";"";"";"";"conan the cimmerian"
"ConflictEurope\ConflictEurope.slave";"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"Conflict: Europe ?1989 PSS";"Conflict: Europe";"1989 PSS";"294912";"C\ConflictEurope_v1.1.lha";"ConflictEurope";"ConflictEurope";"0";"whdload";"524288";"815057";"ConflictEurope";"OCS/ECS";"";"";"";"";"";"conflict europe"
"ConflictEuropeFr\ConflictEuropeFr.Slave";"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"Conflict: Europe ?1989 PSS";"Conflict: Europe";"1989 PSS";"294912";"C\ConflictEurope_v1.1_Fr_2648.lha";"ConflictEuropeFr";"ConflictEuropeFr";"0";"whdload";"524288";"819611";"ConflictEurope";"OCS/ECS";"Fr";"";"";"";"";"conflict europe"
"ConflictMiddleEastPolSim\ConflictMiddleEastPolSim.Slave";"NoError, EmulPriv, Examine";"Conflict: The Middle East Political Simulator ? 1990 Virgin Mastertronic.";"Conflict: The Middle East Political Simulator";"1990 Virgin Mastertronic";"262144";"C\ConflictMiddleEastPoliticalSimulator_v1.0.lha";"ConflictMiddleEastPolSim";"ConflictMiddleEastPolSim";"0";"whdload";"524288";"403851";"ConflictMiddleEastPolSim";"OCS/ECS";"";"";"";"";"";"conflict middle east pol sim the political simulator"
"Conqueror\Conqueror.Slave";"NoError, EmulTrap";"";"";"";"";"C\Conqueror_v1.1_1275.lha";"Conqueror";"Conqueror";"0";"whdload";"524288";"366282";"Conqueror";"OCS/ECS";"";"";"";"";"";"conqueror"
"ConquestsOfCamelot\ConquestsOfCamelot.Slave";"NoError, EmulPriv, Examine";"Conquests of Camelot ? 1990 Sierra.";"Conquests Of Camelot";"1990 Sierra";"1048576";"C\ConquestsOfCamelot_v1.2_1112.lha";"ConquestsOfCamelot";"ConquestsOfCamelot";"0";"whdload";"524288";"4007213";"ConquestsOfCamelot";"OCS/ECS";"";"";"";"";"";"conquests of camelot"
"ConquestsOfTheLongbow\ConquestsOfTheLongbow.slave";"NoError, EmulPriv, Examine";"Conquests of the Longbow ? 1992 Sierra.";"Conquests Of The Longbow";"1992 Sierra";"1048576";"C\ConquestsOfTheLongbow_v1.0b.lha";"ConquestsOfTheLongbow";"ConquestsOfTheLongbow";"0";"whdload";"524288";"6178498";"ConquestsOfTheLongbow";"OCS/ECS";"";"";"";"";"";"conquests of the longbow"
"ContinentalCircus\ContinentalCircus.Slave";"Disk, NoError";"Continental Circus ? 1989 Taito.";"Continental Circus";"1989 Taito";"0";"C\ContinentalCircus_v1.2_1720.lha";"ContinentalCircus";"ContinentalCircus";"0";"whdload";"524288";"913992";"ContinentalCircus";"OCS/ECS";"";"";"";"";"";"continental circus"
"CoolCrocTwins\CoolCrocTwins.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Cool Croc Twins ? 1991 Empire.";"Cool Croc Twins";"1991 Empire";"262144";"C\CoolCrocTwins_v1.0_0920.lha";"CoolCrocTwins";"CoolCrocTwins";"0";"whdload";"524288";"927957";"CoolCrocTwins";"OCS/ECS";"";"";"";"";"";"cool croc twins"
"CoolSpot\CoolSpot.slave";"NoError, EmulTrap";"Cool Spot (c) 1993 Virgin (3 disk version).";"Cool Spot";"1990 Virgin";"524288";"C\CoolSpot_v2.1_1345.lha";"CoolSpot";"CoolSpot";"0";"whdload";"524288";"2733812";"CoolSpot";"OCS/ECS";"";"";"";"";"";"cool spot"
"CoolWorld\CoolWorld.slave";"Disk, NoError";"";"";"";"";"C\CoolWorld_v1.0_1826.lha";"CoolWorld";"CoolWorld";"1024";"whdload";"1048576";"1812652";"CoolWorld";"OCS/ECS";"";"";"";"";"";"cool world"
"Corporation&Missions2Disk\Corporation&Missions2Disk.Slave";"Disk, NoError";"Corporation ? 1992 Core Design Limited.";"Corporation";"Core Design/Dementia";"0";"C\Corporation&Missions_v1.4_2Disk_0107&0266.lha";"Corporation&Missions2Disk";"Corporation&Missions2Disk";"0";"whdload";"528384";"1754537";"Corporation";"OCS/ECS";"";"";"";"2Disk";"Missions";"corporation"
"Corporation&Missions3Disk\Corporation&Missions3Disk.Slave";"Disk, NoError";"Corporation ? 1992 Core Design Limited.";"Corporation";"Core Design/Dementia";"0";"C\Corporation&Missions_v1.4_3Disk_0107&0266.lha";"Corporation&Missions3Disk";"Corporation&Missions3Disk";"0";"whdload";"528384";"2202025";"Corporation";"OCS/ECS";"";"";"";"3Disk";"Missions";"corporation"
"Corporation1Disk\Corporation1Disk.Slave";"Disk, NoError";"Corporation ? 1992 Core Design Limited.";"Corporation";"Core Design/Dementia";"0";"C\Corporation_v1.4_1Disk_0107.lha";"Corporation1Disk";"Corporation1Disk";"0";"whdload";"528384";"904608";"Corporation";"OCS/ECS";"";"";"";"1Disk";"";"corporation"
"Corporation2Disk\Corporation2Disk.Slave";"Disk, NoError";"Corporation ? 1992 Core Design Limited.";"Corporation";"Core Design/Dementia";"0";"C\Corporation_v1.4_2Disk_0107.lha";"Corporation2Disk";"Corporation2Disk";"0";"whdload";"528384";"1352096";"Corporation";"OCS/ECS";"";"";"";"2Disk";"";"corporation"
"Corruption\Corruption.Slave";"NoError, EmulPriv";"Corruption ? 1990 Magnetic Scrolls";"* *  * Magnetic Scrolls - Volume I *  * *";"1986-91 Magnetic Scrolls";"1310720";"C\Corruption_v1.0_0271.lha";"Corruption";"Corruption";"0";"whdload";"1048576";"2731621";"Corruption";"OCS/ECS";"";"";"";"";"";"corruption magnetic scrolls volume 1"
"Corsarios\Corsarios.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Corsarios/Corsaires ? 1989 Opera Soft.";"Corsarios/Corsaires";"1989 Opera Soft.";"262144";"C\Corsarios_v1.0.lha";"Corsarios";"Corsarios";"0";"whdload";"524288";"913274";"Corsarios";"OCS/ECS";"";"";"";"";"";"corsarios corsaires"
"Corx\Corx.Slave";"NoError, EmulTrap, ClearMem";"Corx (c) 1991 Starbyte - 1 disk.";"Corx";"1991 Starbyte";"0";"C\Corx_v1.0_0930.lha";"Corx";"Corx";"0";"whdload";"524288";"923959";"Corx";"OCS/ECS";"";"";"";"";"";"corx"
"CosmicBouncer\CosmicBouncer.Slave";"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Cosmic Bouncer ? 1988 EuroLine/Ready Soft.";"Cosmic Bouncer";"1988 EuroLine/Ready Soft";"0";"C\CosmicBouncer_v1.1_0309.lha";"CosmicBouncer";"CosmicBouncer";"0";"whdload";"1048576";"1070837";"CosmicBouncer";"OCS/ECS";"";"";"";"";"";"cosmic bouncer"
"CosmicPirate\CosmicPirate.Slave";"Disk, NoError, EmulTrap";"Cosmic Pirate by Palace (c) 1989 - 1 disk.";"Cosmic Pirate";"1988 Palace";"0";"C\CosmicPirate_v1.1.lha";"CosmicPirate";"CosmicPirate";"0";"whdload";"524288";"935140";"CosmicPirate";"OCS/ECS";"";"";"";"";"";"cosmic pirate"
"CosmicRelief\CosmicRelief.Slave";"NoError, EmulTrap, ClearMem";"Cosmic Relief or Terramex by Grandslam (c) 1987 - 1 disk.";"Cosmic Relief/Terramex";"1987 Grandslam";"0";"C\CosmicRelief_v1.1_1893.lha";"CosmicRelief";"CosmicRelief";"0";"whdload";"524288";"707885";"CosmicRelief";"OCS/ECS";"";"";"";"";"";"cosmic relief terramex"
"CosmicSpacehead\CosmicSpacehead.slave";"NoError, EmulTrap, ClearMem";"Cosmic Spacehead ? 1993 Codemasters.";"Cosmic Spacehead";"1993 Codemasters";"0";"C\CosmicSpacehead_v1.3.lha";"CosmicSpacehead";"CosmicSpacehead";"0";"whdload";"1048576";"1102834";"CosmicSpacehead";"OCS/ECS";"";"";"";"";"";"cosmic spacehead"
"CountDuckula\CountDuckula.slave";"NoError, EmulTrap, ClearMem";"Count Duckula ? 1990 Alternative Software.";"Count Duckula";"1990 Alternative Software";"0";"C\CountDuckula_v1.2.1.lha";"CountDuckula";"CountDuckula";"0";"whdload";"524288";"342962";"CountDuckula";"OCS/ECS";"";"";"";"";"";"count duckula"
"CoverGirlStripPoker\CoverGirlStripPoker.slave";"Disk, NoError, EmulTrap";"Cover Girl Strip Poker (c) 1992 Sales Curve";"";"";"";"C\CoverGirlStripPoker_v1.1.lha";"CoverGirlStripPoker";"CoverGirlStripPoker";"520192";"whdload";"524288";"2714677";"CoverGirlStripPoker";"OCS/ECS";"";"";"";"";"";"cover girl strip poker"
"CovertAction\CovertAction.Slave";"NoError, EmulPriv, Examine";"Covert Action ? 1992 Microprose.";"Covert Action";"1992 Microprose";"917504";"C\CovertAction_v1.0_1834.lha";"CovertAction";"CovertAction";"0";"whdload";"524288";"1614800";"CovertAction";"OCS/ECS";"";"";"";"";"";"covert action"
"CovertActionDe\CovertActionDe.Slave";"NoError, EmulPriv, Examine";"Covert Action ? 1992 Microprose.";"Covert Action";"1992 Microprose";"917504";"C\CovertAction_v1.0_De_0310.lha";"CovertActionDe";"CovertActionDe";"0";"whdload";"524288";"1624963";"CovertAction";"OCS/ECS";"De";"";"";"";"";"covert action"
"Crackdown\Crackdown.slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Crackdown ?1992 U.S. Gold";"Crackdown";"1991 US Gold";"4096";"C\CrackDown_v1.2.1.lha";"Crackdown";"Crackdown";"0";"whdload";"524288";"1009557";"Crackdown";"OCS/ECS";"";"";"";"";"";"crackdown"
"Crack\Crack.Slave";"NoError, EmulPriv, ClearMem";"Crack ? 1988 Linel";"Crack";"1988 Linel";"262144";"C\Crack_v1.0_0057.lha";"Crack";"Crack";"0";"whdload";"524288";"924596";"Crack";"OCS/ECS";"";"";"";"";"";"crack"
"CrashGarrett\CrashGarrett.Slave";"NoError, EmulPriv, Examine";"Crash Garrett ? 1988 ERE Informatique/Infogrames.";"Crash Garrett";"1988 ERE Informatique/Infogrames";"262144";"C\CrashGarrett_v1.0.lha";"CrashGarrett";"CrashGarrett";"0";"whdload";"524288";"616689";"CrashGarrett";"OCS/ECS";"";"";"";"";"";"crash garrett"
