"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"AirborneRanger\AirborneRanger.Slave";"NoError, EmulTrap, ClearMem";"Airborne Ranger ? 1989 Microprose.";"Airborne Ranger";"1989 Microprose";"0";"A\AirborneRanger_v1.1_0100.lha";"AirborneRanger";"AirborneRanger";"0";"whdload";"524288";"762319";"AirborneRanger";"OCS/ECS";"";"";"";"";""
"AirSupport\AirSupport.Slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Air Support ? 1992 Psygnosis";"Air Support";"1992 Psygnosis";"4294443008";"A\AirSupport_v1.1_1320.lha";"AirSupport";"AirSupport";"0";"whdload";"524288";"1934336";"AirSupport";"OCS/ECS";"";"";"";"";""
"AirSupportNTSC\AirSupportNTSC.Slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Air Support ? 1992 Psygnosis";"Air Support";"1992 Psygnosis";"4294443008";"A\AirSupport_v1.1_NTSC_1325.lha";"AirSupportNTSC";"AirSupportNTSC";"0";"whdload";"524288";"1937505";"AirSupport";"OCS/ECS";"";"";"";"NTSC";""
"AkiraCD32\AkiraCD32.Slave";"NoError, EmulTrap, ClearMem";"Akira ? 1994 ICE.";"Akira";"1994 ICE";"1048576";"A\Akira_v1.2_CD32.lha";"AkiraCD32";"AkiraCD32";"0";"whdload";"524288";"8363203";"Akira";"CD32";"";"";"";"";""
"Akira\Akira.slave";"NoError, EmulTrap, ClearMem";"Akira ? 1994 ICE.";"Akira";"1994 ICE";"1048576";"A\Akira_v1.2.lha";"Akira";"Akira";"0";"whdload";"524288";"2356607";"Akira";"OCS/ECS";"";"";"";"";""
"AladdinAGA\AladdinAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Aladdin (c) 1994 Virgin.";"Aladdin";"1994 Virgin";"4096";"A\Aladdin_v1.7_AGA_0420.lha";"AladdinAGA";"AladdinAGA";"0";"whdload";"2048000";"2001387";"Aladdin";"AGA";"";"";"";"";""
"Alcatraz\Alcatraz.slave";"NoError, EmulTrap, ClearMem";"Alcatraz ? 1992 Infogrames.";"Alcatraz";"1992 Infogrames";"0";"A\Alcatraz_v1.3_2073.lha";"Alcatraz";"Alcatraz";"0";"whdload";"524288";"1836668";"Alcatraz";"OCS/ECS";"";"";"";"";""
"AlchemyDemo\AlchemyDemo.Slave";"NoError, ClearMem";"Alchemy demo ? 1994 Psygnosis";"Alchemy demo";"1994 Psygnosis";"4096";"A\AlchemyDemo_v1.0.lha";"AlchemyDemo";"AlchemyDemo";"0";"whdload";"524288";"357957";"Alchemy";"OCS/ECS";"";"";"Demo";"";""
"AlfabetSmierciAGAPl\AlfabetSmierciAGAPl.Slave";"NoError";"Alfabet Smierci.AGA ? 1996 Arte";"Alfabet Smierci AGA";"1996 Arte";"0";"A\AlfabetSmierci_v1.0a_AGA_Pl.lha";"AlfabetSmierciAGAPl";"AlfabetSmierciAGAPl";"0";"whdload";"2097152";"3631575";"AlfabetSmierci";"AGA";"Pl";"";"";"";""
"AlfredChickenCD32\AlfredChickenCD32.slave";"NoError, ReqAGA, EmulPriv, Examine";"Alfred Chicken AGA/CD32 ? 1993 Mindscape.";"Alfred Chicken AGA/CD32";"1993 Mindscape";"524288";"A\AlfredChicken_v1.01_CD32.lha";"AlfredChickenCD32";"AlfredChickenCD32";"0";"whdload";"1572864";"1282927";"AlfredChicken";"CD32";"";"";"";"";""
"AlfredChickenAGA\AlfredChickenAGA.slave";"NoError, ReqAGA, EmulPriv, Examine";"Alfred Chicken AGA/CD32 ? 1993 Mindscape.";"Alfred Chicken AGA/CD32";"1993 Mindscape";"524288";"A\AlfredChicken_v1.01_AGA_0623.lha";"AlfredChickenAGA";"AlfredChickenAGA";"0";"whdload";"1572864";"1261115";"AlfredChicken";"AGA";"";"";"";"";""
"AlfredChicken\AlfredChicken.Slave";"NoError, EmulTrap";"Alfred Chicken (c) 1993 Twilight/Mindscape - 1 disk.";"Alfred Chicken";"1993 Twilight/Mindscape";"0";"A\AlfredChicken_v1.0_0422.lha";"AlfredChicken";"AlfredChicken";"0";"whdload";"1048576";"612551";"AlfredChicken";"OCS/ECS";"";"";"";"";""
"Alianator\Alianator.Slave";"NoError, EmulTrap, NoKbd, ClearMem";"Alianator ? 1991 P.S.";"Alianator";"1991 P.S. ";"0";"A\Alienator_v1.0_1905.lha";"Alianator";"Alianator";"0";"whdload";"524288";"373082";"Alianator";"OCS/ECS";"";"";"";"";""
"Alien3\Alien3.Slave";"Disk, NoError";"Alien III ? 1992 Virgin";"Alien III";"1992 Virgin";"524288";"A\Alien3_v2.1_0261.lha";"Alien3";"Alien3";"0";"whdload";"524288";"1822782";"Alien3";"OCS/ECS";"";"";"";"";""
"AlienBash\AlienBash.Slave";"NoError, EmulTrap, ClearMem";"Alien Bash (c) 1993 Glen Cumming & Stuart Law - 1";"Alien Bash";"1993 Glen Cumming & Stuart Law";"4096";"A\AlienBash_v1.0.lha";"AlienBash";"AlienBash";"0";"whdload";"524288";"272750";"AlienBash";"OCS/ECS";"";"";"";"";""
"AlienBash2\AlienBash2.slave";"NoError, EmulTrap";"Alien Bash 2 by Glen Cumming/Myles Jeffery (c) 1995 - 1 disk.";"Alien Bash 2";"1995 Glen Cumming/Myles Jeffery";"720896";"A\AlienBash2_v1.2.lha";"AlienBash2";"AlienBash2";"0";"whdload";"720896";"1063762";"AlienBash2";"OCS/ECS";"";"";"";"";""
"AlienBreed\AlienBreed.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Alien Breed ? 1991 Team 17.";"Alien Breed";"1991 Team 17";"524288";"A\AlienBreed_v2.3a_0998.lha";"AlienBreed";"AlienBreed";"0";"whdload";"524288";"1862539";"AlienBreed";"OCS/ECS";"";"";"";"";""
