"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"3DNetAnalyzer\3DNetAnalyzer.Slave";"NoError, EmulTrap, ClearMem";"3d Net Analyzer ? 1989 Doctor Mabuse Orgasm Crackings.";"3D-Net Analyzer";"1989 Doctor Mabuse Orgasm Crackings";"0";"0\3DNetAnalyzer_v1.0_DoctorMabuseOrgasmCrackings.lha";"3DNetAnalyzer";"3DNetAnalyzer";"0";"whdload";"524288";"842261";"3DNetAnalyzer";"OCS/ECS";"";"";"";"";"";"3d net analyzer doctor mabuse orgasm crackings";"Exact";"100";"3DNetAnalyzer";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\3DNetAnalyzer.png";"3dnetanalyzer"
"5Yards\5Yards.Slave";"NoError, EmulTrap, ClearMem";"5 Yards 1991 Vision.";"5 Yards";"1991 Vision";"0";"0\5Yards_v1.0_Vision.lha";"5Yards";"5Yards";"0";"whdload";"524288";"92702";"5Yards";"OCS/ECS";"";"";"";"";"";"5 yards vision";"Exact";"100";"5Yards";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\5Yards.png";"5yards"
"8BitJungle\8BitJungle.slave";"NoError, EmulTrap";"8-Bit Jungle ? 2011 Unstable Label.";"8-Bit Jungle";"2011 Unstable Label";"0";"0\8BitJungle_v1.01_UnstableLabel.lha";"8BitJungle";"8BitJungle";"0";"whdload";"1048576";"2594214";"8BitJungle";"OCS/ECS";"";"";"";"";"";"8 bit jungle unstable label";"Exact";"100";"8BitJungle";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\8BitJungle.png";"8bitjungle"
"9Fingers\9Fingers.Slave";"Disk, NoError";"9 fingers ? 1990 Spaceballs.";"9 fingers";"1990 Spaceballs";"0";"0\9Fingers_v1.2_Spaceballs.lha";"9Fingers";"9Fingers";"1024";"whdload";"1028096";"1814911";"9Fingers";"OCS/ECS";"";"";"";"";"";"9 fingers spaceballs";"Exact";"100";"9Fingers";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\9Fingers.png";"9fingers"
"A1200DemoAGA\A1200DemoAGA.slave";"Disk, NoError, Req68020, ReqAGA";"A1200 Demo ? 1993 Complex (1 disk)";"A1200 Demo";"1993 Complex";"4096";"A\A1200Demo_v1.0_Complex_AGA.lha";"A1200DemoAGA";"A1200DemoAGA";"0";"whdload";"2097152";"912458";"A1200";"AGA";"";"";"Demo";"";"";"official commodore france a1200 demo digital";"Exact";"100";"A1200DemoAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\A1200DemoAGA.png";"a1200demoaga"
"AbsenceOfLight\AbsenceOfLight.Slave";"NoError, EmulTrap, ClearMem";"Absence of Light ? 1991 Animators.";"Absence of Light";"1991 Animators";"0";"A\AbsenceOfLight_v1.0_Animators.lha";"AbsenceOfLight";"AbsenceOfLight";"0";"whdload";"524288";"456895";"AbsenceOfLight";"OCS/ECS";"";"";"";"";"";"absence of light animators";"Exact";"100";"AbsenceOfLight";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AbsenceOfLight.png";"absenceoflight"
"AbsoluteInebriation\AbsoluteInebriation.Slave";"NoError, EmulTrap";"Absolute Inebriation ? 1992 Virtual Dreams.";"Absolute Inebriation";"1992 Fairlight/Virtual Dreams";"524288";"A\AbsoluteInebriation_v1.2_Fairlight&VirtualDreams.lha";"AbsoluteInebriation";"AbsoluteInebriation";"0";"whdload";"524288";"1818340";"AbsoluteInebriation";"OCS/ECS";"";"";"";"";"";"absolute inebriation fairlight virtual dreams";"Exact";"100";"AbsoluteInebriation";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AbsoluteInebriation.png";"absoluteinebriation"
"AbsoluteSwedish\AbsoluteSwedish.slave";"NoError, EmulTrap, ClearMem";"Absolute Swedish ? 1993 Phew! Productions.";"Absolute Swedish";"1993 Phew! Productions";"0";"A\AbsoluteSwedish_v1.01_PhewProductions.lha";"AbsoluteSwedish";"AbsoluteSwedish";"0";"whdload";"524288";"925128";"AbsoluteSwedish";"OCS/ECS";"";"";"";"";"";"absolute swedish phew productions";"Exact";"100";"AbsoluteSwedish";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AbsoluteSwedish.png";"absoluteswedish"
"AcidInTheHouse\AcidInTheHouse.Slave";"NoError, ClearMem";"Acid in the House ? 1989 North Star & The Silents.";"Acid in the House";"1989 North Star & The Silents";"0";"A\AcidInTheHouse_v1.0_NorthStar&Silents.lha";"AcidInTheHouse";"AcidInTheHouse";"0";"whdload";"524288";"921836";"AcidInTheHouse";"OCS/ECS";"";"";"";"";"";"acid in the house north star silents";"Exact";"100";"AcidInTheHouse";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AcidInTheHouse.png";"acidinthehouse"
"Acme1991Slideshow\Acme1991Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Acme 1991 Slideshow ? 1991 Acme.";"Acme 1991 Slideshow";"1991 Acme";"0";"A\Acme1991Slideshow_v1.0_Acme.lha";"Acme1991Slideshow";"Acme1991Slideshow";"0";"whdload";"524288";"922192";"Acme1991Slideshow";"OCS/ECS";"";"";"";"";"";"acme 1991 slideshow";"Exact";"100";"Acme1991Slideshow";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Acme1991Slideshow.png";"acme1991slideshow"
"AcousticSilence\AcousticSilence.Slave";"NoError, ClearMem";"Acoustic Silence ? 1993 Quadriga.";"Acoustic Silence";"1993 Quadriga";"0";"A\AcousticSilence_v1.0_Quadriga.lha";"AcousticSilence";"AcousticSilence";"0";"whdload";"524288";"925199";"AcousticSilence";"OCS/ECS";"";"";"";"";"";"acoustic silence quadriga";"Exact";"100";"AcousticSilence";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AcousticSilence.png";"acousticsilence"
"AFewTunes\AFewTunes.Slave";"NoError, EmulTrap, ClearMem";"A few Tunes by Dr. Awesome & Fleshbrain ? 1990 Crusaders.";"A few Tunes by Dr. Awesome & Fleshbrain";"1990 Crusaders";"0";"A\AFewTunes_v1.0_Crusaders.lha";"AFewTunes";"AFewTunes";"0";"whdload";"524288";"920410";"AFewTunes";"OCS/ECS";"";"";"";"";"";"afew tunes few by dr awesome fleshbrain crusaders";"Exact";"100";"AFewTunes";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AFewTunes.png";"afewtunes"
"Alchemy\Alchemy.Slave";"NoError, EmulTrap, ClearMem";"Alchemy 1993 Rage.";"Alchemy";"1993 Rage";"524288";"A\Alchemy_v1.0_Rage.lha";"Alchemy";"Alchemy";"0";"whdload";"524288";"1822528";"Alchemy";"OCS/ECS";"";"";"";"";"";"alchemy rage";"Exact";"100";"Alchemy";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Alchemy.png";"alchemy"
"AlfredTheMusicDisk\AlfredTheMusicDisk.slave";"NoError, EmulTrap, ClearMem";"Alfred - The Music Disk ? 1991 Relay.";"Alfred";"1991 Relay";"0";"A\AlfredTheMusicDisk_v1.01_Relay.lha";"AlfredTheMusicDisk";"AlfredTheMusicDisk";"0";"whdload";"524288";"925593";"AlfredTheMusicDisk";"OCS/ECS";"";"";"";"";"";"alfred the music disk relay";"Exact";"100";"AlfredTheMusicDisk";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AlfredTheMusicDisk.png";"alfredthemusicdisk"
"Algebra\Algebra.Slave";"NoError, EmulPriv, Examine";"Algebra ? 1991 Dragon Stone.";"Algebra";"1991 Dragon Stone";"262144";"A\Algebra_v1.0_DragonStone.lha";"Algebra";"Algebra";"0";"whdload";"589824";"911318";"Algebra";"OCS/ECS";"";"";"";"";"";"algebra dragon stone";"Exact";"100";"Algebra";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Algebra.png";"algebra"
"Aloha\Aloha.Slave";"NoError, EmulTrap, ClearMem";"Aloha ? 1989 Rebels.";"Aloha";"1989 Rebels";"0";"A\Aloha_v1.0_Rebels.lha";"Aloha";"Aloha";"0";"whdload";"524288";"90505";"Aloha";"OCS/ECS";"";"";"";"";"";"aloha rebels";"Exact";"100";"Aloha";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Aloha.png";"aloha"
"Alpha&Omega\Alpha&Omega.Slave";"Disk, NoError";"Alpha and Omega ? 1991 Pure Metal Coders.";"Alpha and Omega";"1991 Pure Metal Coders";"0";"A\Alpha&Omega_v1.0_PureMetalCoders.lha";"Alpha&Omega";"Alpha&Omega";"0";"whdload";"524288";"908538";"Alpha&Omega";"OCS/ECS";"";"";"";"";"";"alpha omega and pure metal coders";"Exact";"100";"Alpha&Omega";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Alpha&Omega.png";"alpha-omega"
"AlternativeReality\AlternativeReality.Slave";"NoError, EmulTrap, ClearMem";"Alternative Reality 1992 Suspect.";"Alternative Reality";"1992 Suspect";"524288";"A\AlternativeReality_v1.0_Suspect.lha";"AlternativeReality";"AlternativeReality";"0";"whdload";"524288";"921744";"AlternativeReality";"OCS/ECS";"";"";"";"";"";"alternative reality suspect";"Exact";"100";"AlternativeReality";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AlternativeReality.png";"alternativereality"
"AmazingTunes2\AmazingTunes2.Slave";"NoError, EmulTrap, ClearMem";"Amazing Tunes 2 ? 1990 Share and Enjoy.";"Amazing Tunes 2";"1990 Share and Enjoy";"524288";"A\AmazingTunes2_v1.0_ShareAndEnjoy.lha";"AmazingTunes2";"AmazingTunes2";"0";"whdload";"524288";"2727369";"AmazingTunes2";"OCS/ECS";"";"";"";"";"";"amazing tunes 2 share and enjoy";"Exact";"100";"AmazingTunes2";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AmazingTunes2.png";"amazingtunes2"
"AmazingTunes\AmazingTunes.Slave";"NoError, EmulTrap, ClearMem";"Amazing Tunes ? 1988 Share and Enjoy.";"Amazing Tunes";"1988 Share and Enjoy";"0";"A\AmazingTunes_v1.01_ShareAndEnjoy.lha";"AmazingTunes";"AmazingTunes";"0";"whdload";"524288";"741947";"AmazingTunes";"OCS/ECS";"";"";"";"";"";"amazing tunes share and enjoy megaforce";"Exact";"100";"AmazingTunes";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AmazingTunes.png";"amazingtunes"
"Amplifier1\Amplifier1.Slave";"NoError, EmulTrap, ClearMem";"Amplifier I ? 1991 Dimension 4.";"Amplifier I";"1991 Dimension 4";"0";"A\Amplifier1_v1.0_Dimension4.lha";"Amplifier1";"Amplifier1";"0";"whdload";"524288";"691999";"Amplifier1";"OCS/ECS";"";"";"";"";"";"amplifier 1 dimension 4";"Exact";"100";"Amplifier1";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Amplifier1.png";"amplifier1"
"Amplifier2\Amplifier2.slave";"NoError, EmulTrap, ClearMem";"Amplifier II ? 1991 Dimension 4.";"Amplifier II";"1991 Dimension 4";"0";"A\Amplifier2_v1.01_Dimension4.lha";"Amplifier2";"Amplifier2";"0";"whdload";"524288";"1444096";"Amplifier2";"OCS/ECS";"";"";"";"";"";"the amplifier 2 dimension 4";"Exact";"100";"Amplifier2";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Amplifier2.png";"amplifier2"
"Analogia\Analogia.Slave";"NoError, ClearMem";"Analogia ? 1991 Analog";"Analogia";"1991 Analog";"4096";"A\Analogia_v1.1_Analog.lha";"Analogia";"Analogia";"0";"whdload";"524288";"929897";"Analogia";"OCS/ECS";"";"";"";"";"";"analogia analog";"Exact";"100";"Analogia";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Analogia.png";"analogia"
"AnarchyAnnouncetro\AnarchyAnnouncetro.Slave";"NoError";"Anarchy - Announcetro ? 1991 The Silents & Anarchy";"Anarchy - Announcetro";"1991 The Silents & Anarchy";"4096";"A\AnarchyAnnouncetro_v1.0_Silents&Anarchy.lha";"AnarchyAnnouncetro";"AnarchyAnnouncetro";"0";"whdload";"364544";"195247";"AnarchyAnnouncetro";"OCS/ECS";"";"";"";"";"";"anarchy announcetro the silents";"Exact";"100";"AnarchyAnnouncetro";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AnarchyAnnouncetro.png";"anarchyannouncetro"
"AnarchyParty1991Slideshow\AnarchyPartySlide.Slave";"NoError, EmulTrap, ClearMem";"Anarchy Party 1991 Slideshow ? 1991 Razor 1911.";"Anarchy Party 1991 Slideshow";"1991 Razor 1911";"0";"A\AnarchyParty1991Slideshow_v1.0_Razor1911.lha";"AnarchyParty1991Slideshow";"AnarchyParty1991Slideshow";"0";"whdload";"524288";"924973";"AnarchyParty1991Slideshow";"OCS/ECS";"";"";"";"";"";"anarchy party slide razor 1911";"Exact";"100";"anarchy-party-slide-razor-1911";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\a\anarchy-party-slide-razor-1911\screen.jpg";"anarchy-party-slide-razor-1911"
"AnarchyPartySlideshow\AnarchyPartySlideshow.Slave";"NoError, EmulTrap, ClearMem";"Anarchy Party Slideshow ? 1992 Quartz.";"Anarchy Party Slideshow";"1992 Quartz";"0";"A\AnarchyPartySlideshow_v1.0_Quartz.lha";"AnarchyPartySlideshow";"AnarchyPartySlideshow";"0";"whdload";"524288";"361872";"AnarchyPartySlideshow";"OCS/ECS";"";"";"";"";"";"anarchy party slideshow quartz";"Exact";"100";"AnarchyPartySlideshow";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AnarchyPartySlideshow.png";"anarchypartyslideshow"
"AnimatunesAGA\AnimatunesAGA.slave";"Disk, NoError, Req68020, ReqAGA, ClearMem";"Animatunes ? 1994 NGC.";"Animatunes";"1994 NGC";"4096";"A\Animatunes_v1.0_NewGenerationCrew_AGA.lha";"AnimatunesAGA";"AnimatunesAGA";"0";"whdload";"2097152";"1821719";"Animatunes";"AGA";"";"";"";"";"";"the animatunes";"Exact";"100";"AnimatunesAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\AnimatunesAGA.png";"animatunesaga"
"Animotion\Animotion.slave";"NoError, EmulTrap, ClearMem";"Animotion ? 1990 Phenomena.";"Animotion";"1990 Phenomena";"0";"A\Animotion_v1.01_Phenomena.lha";"Animotion";"Animotion";"0";"whdload";"524288";"219165";"Animotion";"OCS/ECS";"";"";"";"";"";"animotion phenomena";"Exact";"100";"Animotion";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Animotion.png";"animotion"
"Announce\Announce.Slave";"NoError";"Announce ? 1993 Lemon.";"Announce";"1993 Lemon.";"528384";"A\Announce_v1.0_Lemon.lha";"Announce";"Announce";"0";"whdload";"466944";"345406";"Announce";"OCS/ECS";"";"";"";"";"";"announce lemon";"Exact";"100";"Announce";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Announce.png";"announce"
"A.S.S\A.S.S.slave";"Disk, NoError, EmulTrap";":";"Antediluvian Sloppy Spectacle";"1993 Essence";"524288";"A\AntediluvianSloppySpectacle_v1.0_Essence.lha";"A.S.S";"A.S.S";"0";"whdload";"524288";"914711";"A.S.S";"OCS/ECS";"";"";"";"";"";"antediluvian sloppy spectacle essence";"Exact";"100";"A.S.S";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\A.S.S.png";"ass"
"Apocalypse\Apocalypse.Slave";"NoError, EmulTrap, ClearMem";"Apocalypse 1992 Gods.";"Apocalypse";"1992 Gods";"0";"A\Apocalypse_v1.0_Gods.lha";"Apocalypse";"Apocalypse";"0";"whdload";"524288";"394645";"Apocalypse";"OCS/ECS";"";"";"";"";"";"apocalypse gods";"Exact";"100";"Apocalypse";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Apocalypse.png";"apocalypse"
"Aquarium\Aquarium.Slave";"NoError, EmulTrap, ClearMem";"Aquarium 1993 Carillon & Cyberiad.";"Aquarium";"1993 Carillon & Cyberiad";"524288";"A\Aquarium_v1.0_Carillon&Cyberiad.lha";"Aquarium";"Aquarium";"0";"whdload";"524288";"727468";"Aquarium";"OCS/ECS";"";"";"";"";"";"aquarium carillon cyberiad";"Exact";"100";"Aquarium";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Aquarium.png";"aquarium"
"Art&Go\Art&Go.Slave";"NoError, ClearMem";"Art and Go ? 1993 Impulse.";"Art and Go";"1993 Impulse";"0";"A\Art&Go_v1.0_Impulse.lha";"Art&Go";"Art&Go";"0";"whdload";"524288";"917773";"Art&Go";"OCS/ECS";"";"";"";"";"";"art go and impulse";"Exact";"100";"Art&Go";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Art&Go.png";"art-go"
"Arte\Arte.Slave";"Disk, NoError, EmulTrap";"Arte ? 1993 Sanity.";"Arte";"1993 Sanity";"499712";"A\Arte_v1.5_Sanity.lha";"Arte";"Arte";"0";"whdload";"495616";"899012";"Arte";"OCS/ECS";"";"";"";"";"";"arte sanity";"Exact";"100";"Arte";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Arte.png";"arte"
"ArtificialParadiseAGA\ArtificialParadiseAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Artificial Paradise ? 1994 NGC.";"Artificial Paradise";"1994 NGC";"4293160960";"A\ArtificialParadise_v1.0_NewGenerationCrew_AGA.lha";"ArtificialParadiseAGA";"ArtificialParadiseAGA";"0";"whdload";"2097152";"1825148";"ArtificialParadise";"AGA";"";"";"";"";"";"artificial paradise aga ngc";"Exact";"100";"ArtificialParadiseAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\ArtificialParadiseAGA.png";"artificialparadiseaga"
"ArtOfNoise3\ArtOfNoise3.Slave";"NoError, EmulTrap, ClearMem";"Art of Noise 3 ? 1991 Northtech.";"Art of Noise 3";"1991 Northtech";"0";"A\ArtOfNoise3_v1.0_Northtech.lha";"ArtOfNoise3";"ArtOfNoise3";"0";"whdload";"524288";"683031";"ArtOfNoise3";"OCS/ECS";"";"";"";"";"";"art of noise 3 northtech";"Exact";"100";"ArtOfNoise3";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\ArtOfNoise3.png";"artofnoise3"
"ArtOfNoise4\ArtOfNoise4.Slave";"NoError, EmulTrap, ClearMem";"Art of Noise 4 ? 1991 Northtech.";"Art of Noise 4";"1991 Northtech";"0";"A\ArtOfNoise4_v1.0_Northtech.lha";"ArtOfNoise4";"ArtOfNoise4";"0";"whdload";"524288";"751379";"ArtOfNoise4";"OCS/ECS";"";"";"";"";"";"art of noise 4 northtech";"Exact";"100";"ArtOfNoise4";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\ArtOfNoise4.png";"artofnoise4"
"Assemblo\Assemblo.Slave";"NoError, EmulTrap, ClearMem";"Assemblo ? 1992 World Industries.";"Assembblo";"1992 World Industries";"0";"A\Assemblo_v1.0_WorldIndustries.lha";"Assemblo";"Assemblo";"0";"whdload";"524288";"364154";"Assemblo";"OCS/ECS";"";"";"";"";"";"assemblo assembblo world industries";"Exact";"100";"Assemblo";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Assemblo.png";"assemblo"
"Assembly92Slideshow\Assembly92Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Assembly '92 Slideshow ? 1992 World Industries.";"Assembly ";"1992 World Industries";"0";"A\Assembly92Slideshow_v1.0_WorldIndustries.lha";"Assembly92Slideshow";"Assembly92Slideshow";"0";"whdload";"524288";"919999";"Assembly92Slideshow";"OCS/ECS";"";"";"";"";"";"assembly 92 slideshow world industries";"Exact";"100";"Assembly92Slideshow";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Assembly92Slideshow.png";"assembly92slideshow"
"Astrogate\Astrogate.Slave";"NoError, EmulTrap, ClearMem";"Astrogate ? 1990 Byterapers.";"Astrogate";"1990 Byterapers";"0";"A\Astrogate_v1.0_Byterapers.lha";"Astrogate";"Astrogate";"0";"whdload";"524288";"96978";"Astrogate";"OCS/ECS";"";"";"";"";"";"astrogate byterapers";"Exact";"100";"Astrogate";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Astrogate.png";"astrogate"
"Atmosphere\Atmosphere.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Atmosphere ? 1993 Stone Arts.";"Atmosphere";"1993 Stone Arts";"0";"A\Atmosphere_v1.01_StoneArts.lha";"Atmosphere";"Atmosphere";"0";"whdload";"524288";"925246";"Atmosphere";"OCS/ECS";"";"";"";"";"";"atmosphere stone arts";"Exact";"100";"Atmosphere";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Atmosphere.png";"atmosphere"
