ArchiveFile;SlaveFile;SlaveOutputFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
AdventuresOfQuik&Silva_v1.1.zip;AdventuresOfQuik&Silva\AdventuresOfQuik&Silva.Slave;AdventuresOfQuik&Silva_v1.1.zip_AdventuresOfQuik&Silva.Slave.txt;The Adventures of Quik & Silva;1991 New Bits on the Ram;1340;10;NoError;524288;0;59;0
AdventuresOfRobinHood_v1.1.zip;AdventuresOfRobinHood\AdventuresOfRobinHood.slave;AdventuresOfRobinHood_v1.1.zip_AdventuresOfRobinHood.slave.txt;Adventures of Robin Hood;1991 Millenium;720;10;NoError, EmulTrap;524288;0;0;0
AdventuresOfWillyBeamish_v1.0_1814.zip;AdventuresOfWillyBeamish\AdventuresOfWillyBeamish.Slave;AdventuresOfWillyBeamish_v1.0_1814.zip_AdventuresOfWillyBeamish.Slave.txt;WillyBeamish (DEBUG MODE);1992 ;4780;16;NoError, EmulPriv, Examine;1179648;0;5d;262144
AfterBurner_v1.0_Activision_0095.zip;AfterBurnerActivision\AfterBurnerActivision.Slave;AfterBurner_v1.0_Activision_0095.zip_AfterBurnerActivision.Slave.txt;After Burner;1988 Sega Enterprises Ltd.;1156;10;Disk, NoError, EmulTrap, NoDivZero;524288;0;59;0
AfterBurner_v1.2_Sega_0947.zip;AfterBurnerSega\AfterBurnerSega.Slave;AfterBurner_v1.2_Sega_0947.zip_AfterBurnerSega.Slave.txt;After Burner;1989 Sega Enterprises Ltd.;924;10;Disk, NoError, EmulTrap;524288;0;5a;0
AfterTheWar_v1.1_1084.zip;AfterTheWar\AfterTheWar.Slave;AfterTheWar_v1.1_1084.zip_AfterTheWar.Slave.txt;After The War;1989 Dinamic;600;10;NoError, EmulTrap, NoKbd;524288;0;59;0
AfterTheWar_v1.3_1084.lha;AfterTheWar\AfterTheWar.Slave;AfterTheWar_v1.3_1084.lha_AfterTheWar.Slave.txt;After The War;1989 Dinamic;1376;10;NoError, EmulTrap, NoKbd;524288;0;59;0
AGE_v1.2.zip;AGE\AGE.Slave;AGE_v1.2.zip_AGE.Slave.txt;AGE ;1991 Coktel Vision;3568;15;NoError, EmulPriv, Examine;524288;0;59;262144
AgonyDemo_v1.1.zip;AgonyDemo\AgonyDemo.slave;AgonyDemo_v1.1.zip_AgonyDemo.slave.txt;Agony Demo;1991 Psygnosis;1476;10;Disk, NoError, ClearMem;524288;0;59;4096
Agony_v1.3_0960.zip;Agony\Agony.Slave;Agony_v1.3_0960.zip_Agony.Slave.txt;Agony;1992 Psygnosis & Art And Magic;5276;11;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
AigleDOr_v1.1_Fr_2600.zip;AigleDOrFr\AigleDOrFr.slave;AigleDOr_v1.1_Fr_2600.zip_AigleDOrFr.slave.txt;Golden Eagle/Aigle D or Le retour;1991 Loriciel;1708;10;NoError, EmulTrap, NoDivZero, ClearMem;1048576;0;5d;262144
AigleDOr_v1.1_Fr_2600.zip;AigleDOrFr\IntroFr.slave;AigleDOr_v1.1_Fr_2600.zip_IntroFr.slave.txt;Golden Eagle Intro;1991 Loriciel;10696;13;NoError, Req68020;524288;0;59;786432
Airball_v1.0.zip;Airball\Airball.Slave;Airball_v1.0.zip_Airball.Slave.txt;Airball;1987-89 Microdeal;364;14;Disk, NoError, EmulTrap;524288;0;59;0
AirborneRanger_v1.0.zip;AirborneRanger\AirborneRanger.slave;AirborneRanger_v1.0.zip_AirborneRanger.slave.txt;Airborne Ranger;1989 Microprose;1316;10;NoError, EmulTrap;524288;0;59;0
AirSupport_v1.1_1320.zip;AirSupport\AirSupport.Slave;AirSupport_v1.1_1320.zip_AirSupport.Slave.txt;Air Support;1992 Psygnosis;868;14;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;4294443008
Akira_v1.0.zip;Akira\Akira.Slave;Akira_v1.0.zip_Akira.Slave.txt;Akira;1994 Ice;332;10;NoError, EmulTrap;1048576;0;59;0
Aladdin_v1.4_AGA_0420.zip;AladdinAGA\AladdinAGA.Slave;Aladdin_v1.4_AGA_0420.zip_AladdinAGA.Slave.txt;Aladdin;1994 Virgin;472;10;Disk, NoError, ClearMem;2097152;0;58;0
Aladdin_v1.5_AGA_0420.lha;AladdinAGA\AladdinAGA.Slave;Aladdin_v1.5_AGA_0420.lha_AladdinAGA.Slave.txt;Aladdin;1994 Virgin;572;10;Disk, NoError, ClearMem;2097152;0;58;0
Alcatraz_v1.0_2073.zip;Alcatraz\Alcatraz.Slave;Alcatraz_v1.0_2073.zip_Alcatraz.Slave.txt;Alcatraz;1991 Infogrames;816;10;NoError, EmulTrap;524288;0;59;0
AlchemyDemo_v1.0.zip;AlchemyDemo\AlchemyDemo.Slave;AlchemyDemo_v1.0.zip_AlchemyDemo.Slave.txt;Alchemy demo;1994 Psygnosis;1020;14;NoError, ClearMem;524288;0;59;4096
AlfredChicken_v1.0_0422.zip;AlfredChicken\AlfredChicken.Slave;AlfredChicken_v1.0_0422.zip_AlfredChicken.Slave.txt;Alfred Chicken;1993 Twilight/Mindscape;968;10;NoError, EmulTrap;1048576;0;59;0
Alianator_v1.0_1905.zip;Alianator\Alianator.Slave;Alianator_v1.0_1905.zip_Alianator.Slave.txt;Alianator;1991 P.S. ;1468;15;NoError, EmulTrap, NoKbd, ClearMem;524288;59;5d;0
Alien3_v2.1_0261.zip;Alien3\Alien3.Slave;Alien3_v2.1_0261.zip_Alien3.Slave.txt;Alien III;1992 Virgin;920;15;Disk, NoError;524288;0;5d;524288
AlienBash2_v1.2.zip;AlienBash2\AlienBash2.slave;AlienBash2_v1.2.zip_AlienBash2.slave.txt;Alien Bash 2;1995 Glen Cumming/Myles Jeffery;548;10;NoError, EmulTrap;720896;0;59;720896
AlienBash_v1.0.zip;AlienBash\AlienBash.Slave;AlienBash_v1.0.zip_AlienBash.Slave.txt;Alien Bash;1993 Glen Cumming & Stuart Law;820;13;NoError, EmulTrap, ClearMem;524288;0;59;4096
AlienBreed2_v1.3_0278.zip;AlienBreed2\AlienBreed2.Slave;AlienBreed2_v1.3_0278.zip_AlienBreed2.Slave.txt;Alien Breed 2 ECS;1993 Team 17;1040;10;Disk, NoError, EmulTrap, NoKbd;524288;0;5d;524288
AlienBreed2_v1.3_AGA_0044.zip;AlienBreed2AGA\AlienBreed2AGA.Slave;AlienBreed2_v1.3_AGA_0044.zip_AlienBreed2AGA.Slave.txt;Alien Breed 2 AGA;1993 Team 17;760;10;NoError, EmulTrap, ReqAGA, NoKbd, ClearMem;1048576;0;5d;1048576
AlienBreed3D2_v1.0_AGA_2MB_0280.zip;AlienBreed3D2AGA2MB\AlienBreed3D2AGA2MB.Slave;AlienBreed3D2_v1.0_AGA_2MB_0280.zip_AlienBreed3D2AGA2MB.Slave.txt;Alien Breed 3D II: The Killing Grounds;1996 Team 17;1496;14;NoError, NoDivZero, Req68020, ReqAGA, ClearMem;1572864;0;59;1638400
AlienBreed3D2_v1.0_AGA_4MB_0280.zip;AlienBreed3D2AGA4MB\AlienBreed3D2AGA4MB.Slave;AlienBreed3D2_v1.0_AGA_4MB_0280.zip_AlienBreed3D2AGA4MB.Slave.txt;Alien Breed 3D II: The Killing Grounds;1996 Team 17;1556;14;NoError, NoDivZero, Req68020, ReqAGA, ClearMem;1572864;0;59;2424832
AlienBreed3D2_v1.1_AGA_0280.zip;AlienBreed3D2AGA\AlienBreed3D2AGA.slave;AlienBreed3D2_v1.1_AGA_0280.zip_AlienBreed3D2AGA.slave.txt;Alien Breed 3D II: The Killing Grounds;1996 Team 17;174132;15;NoError, EmulTrap, Req68020, ReqAGA, ClearMem;905216;0;5d;2490368
AlienBreed3DDemoLatestDemo_v1.0_AGA.zip;AlienBreed3DDemoLatestAGA\AlienBreed3DDemoLatest.Slave;AlienBreed3DDemoLatestDemo_v1.0_AGA.zip_AlienBreed3DDemoLatest.Slave.txt;Alien Breed 3D demo (files);1995 Team 17;2120;17;NoError, Req68020, ReqAGA, ClearMem;438272;0;59;1409024
AlienBreed3DDemoPlayableDemo_v1.0_AGA.zip;AlienBreed3DDemoPlayAGA\AlienBreed3DDemoPlayAGA.Slave;AlienBreed3DDemoPlayableDemo_v1.0_AGA.zip_AlienBreed3DDemoPlayAGA.Slave.txt;Alien Breed 3D demo/rolling;1995 Team 17;1016;17;NoError, EmulTrap, Req68020, ReqAGA, ClearMem;999424;0;59;1167360
AlienBreed3DDemoRollingDemo_v1.0_AGA.zip;AlienBreed3DDemoRollAGA\AlienBreed3DDemoRollAGA.Slave;AlienBreed3DDemoRollingDemo_v1.0_AGA.zip_AlienBreed3DDemoRollAGA.Slave.txt;Alien Breed 3D demo/rolling;1995 Team 17;1016;17;NoError, EmulTrap, Req68020, ReqAGA, ClearMem;999424;0;59;1167360
AlienBreed3D_v1.0_AGA_0624.zip;AlienBreed3DAGA\AlienBreed3DAGA.Slave;AlienBreed3D_v1.0_AGA_0624.zip_AlienBreed3DAGA.Slave.txt;Alien Breed 3D;1995 Team 17;1096;14;NoError, NoDivZero, Req68020, ReqAGA, ClearMem;2097152;0;59;4293918720
AlienBreed3D_v1.0_AGA_Fixed_0624.zip;AlienBreed3DAGAFixed\AlienBreed3DAGAFixed.Slave;AlienBreed3D_v1.0_AGA_Fixed_0624.zip_AlienBreed3DAGAFixed.Slave.txt;Alien Breed 3D;1995 Team 17;1096;14;NoError, NoDivZero, Req68020, ReqAGA, ClearMem;2097152;0;59;4293918720
AlienBreed3D_v1.1_AGA_0624.zip;AlienBreed3DAGA\AlienBreed3DAGA.Slave;AlienBreed3D_v1.1_AGA_0624.zip_AlienBreed3DAGA.Slave.txt;Alien Breed 3D;1995 Team 17;4608;15;NoError, Req68020, ReqAGA;589824;0;59;1409024
AlienBreed3D_v1.1_CD32.zip;AlienBreed3DCD32\AlienBreed3DCD32.Slave;AlienBreed3D_v1.1_CD32.zip_AlienBreed3DCD32.Slave.txt;Alien Breed 3D;1995 Team 17;4608;15;NoError, Req68020, ReqAGA;589824;0;59;1409024
AlienBreedSpecialEdition_v1.0_0615.zip;AlienBreedSpecialEdition\AlienBreedSpecialEdition.Slave;AlienBreedSpecialEdition_v1.0_0615.zip_AlienBreedSpecialEdition.Slave.txt;;;584;8;NoError, NoKbd;1048576;0;59;0
AlienBreedStory_v1.1_0998.zip;AlienBreedStory\AlienBreedStory.Slave;AlienBreedStory_v1.1_0998.zip_AlienBreedStory.Slave.txt;Alien Breed - intro;1991 Team 17;568;10;NoError, EmulTrap;524288;0;59;524288
AlienBreedTowerAssault11_v1.2_2331.zip;AlienBreedTA11\AlienBreedTA11.slave;AlienBreedTowerAssault11_v1.2_2331.zip_AlienBreedTA11.slave.txt;Alien Breed Tower Assault;1994 Team 17;1440;17;NoError, ClearMem;524288;0;59;520192
AlienBreedTowerAssault11_v1.2_AGA_2331.zip;AlienBreedTA11AGA\AlienBreedTA11AGA.slave;AlienBreedTowerAssault11_v1.2_AGA_2331.zip_AlienBreedTA11AGA.slave.txt;Alien Breed Tower Assault;1994 Team 17;1936;17;NoError, ClearMem;1048576;0;59;544768
AlienBreedTowerAssault_v1.0_0279.zip;AlienBreedTowerAssault\AlienBreedTowerAssault.Slave;AlienBreedTowerAssault_v1.0_0279.zip_AlienBreedTowerAssault.Slave.txt;Alien Breed Tower Assault;1994 Team 17;768;14;NoError, EmulTrap, NoKbd, ClearMem;524288;0;59;589824
AlienBreedTowerAssault_v1.0_AGA_0279.zip;AlienBreedTowerAssaultAGA\AlienBreedTowerAssaultAGA.Slave;AlienBreedTowerAssault_v1.0_AGA_0279.zip_AlienBreedTowerAssaultAGA.Slave.txt;Alien Breed Tower Assault;1994 Team 17;920;14;NoError, EmulTrap, NoKbd, ClearMem;1048576;0;59;589824
AlienBreedTowerAssault_v1.2_0279.zip;AlienBreedTA\AlienBreedTA.Slave;AlienBreedTowerAssault_v1.2_0279.zip_AlienBreedTA.Slave.txt;Alien Breed Tower Assault;1994 Team 17;1440;17;NoError, ClearMem;524288;0;59;520192
AlienBreedTowerAssault_v1.2_AGA_0279.zip;AlienBreedTAAGA\AlienBreedTAAGA.slave;AlienBreedTowerAssault_v1.2_AGA_0279.zip_AlienBreedTAAGA.slave.txt;Alien Breed Tower Assault;1994 Team 17;1936;17;NoError, ClearMem;1048576;0;59;544768
AlienBreedTowerAssault_v1.2_CD32.zip;AlienBreedTACD32\AlienBreedTACD32.slave;AlienBreedTowerAssault_v1.2_CD32.zip_AlienBreedTACD32.slave.txt;Alien Breed Tower Assault;1994 Team 17;1936;17;NoError, ClearMem;1048576;0;59;544768
AlienBreed_v1.3_0998.zip;AlienBreed\AlienBreed.Slave;AlienBreed_v1.3_0998.zip_AlienBreed.Slave.txt;Alien Breed;1991 Team 17;1360;10;NoError, EmulTrap, NoKbd;524288;0;5d;524288
AlienDrugLords_v1.0_1004.zip;AlienDrugLords\AlienDrugLords.Slave;AlienDrugLords_v1.0_1004.zip_AlienDrugLords.Slave.txt;Alien Drug Lords: The Chyropian Connection;1991 Panther Games;4416;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
AlienFishFinger_v1.0.zip;AlienFishFinger\AlienFishFinger.Slave;AlienFishFinger_v1.0.zip_AlienFishFinger.Slave.txt;Alien Fish Finger;1995 Skull Army/David J. Cruickshank.;5032;16;NoError, EmulPriv, Examine;786432;0;59;262144
AlienLegion_v1.0.zip;AlienLegion\AlienLegion.Slave;AlienLegion_v1.0.zip_AlienLegion.Slave.txt;Alien Legion;1989 Pegasus;1316;10;NoError, EmulTrap, NoKbd, ClearMem;524288;0;59;0
AlienStorm_v1.3_0096.zip;AlienStorm\AlienStorm.slave;AlienStorm_v1.3_0096.zip_AlienStorm.slave.txt;Alien Storm;1991 US Gold;768;10;NoError, EmulTrap;524288;0;59;0
AlienSyndrome_v1.0.zip;AlienSyndrome\AlienSyndrome.slave;AlienSyndrome_v1.0.zip_AlienSyndrome.slave.txt;Alien Syndrome;1987 Sega;6940;13;NoError, Req68020;524288;0;5d;393216
AlienWorld_v1.0_1398.zip;AlienWorld\AlienWorld.Slave;AlienWorld_v1.0_1398.zip_AlienWorld.Slave.txt;Alien World;1992 PAL Developments/Hi-Tec;2504;10;NoError, EmulTrap, NoKbd;524288;0;59;0
Aliex_v1.1.zip;Aliex\Aliex.Slave;Aliex_v1.1.zip_Aliex.Slave.txt;Aliex;1990 Trojan;732;14;NoError, NoKbd, ClearMem;524288;0;5d;0
AllanBordersCricket_v1.0.zip;AllanBordersCricket\AllanBordersCricket.Slave;AllanBordersCricket_v1.0.zip_AllanBordersCricket.Slave.txt;Allan Border;1993 Audiogenic;1448;10;EmulTrap, NoDivZero;1048576;0;59;0
AllNewWorldOfLemmings_v1.0_AGA_0625.zip;AllNewWorldOfLemmingsAGA\AllNewWorldOfLemmingsAGA.slave;AllNewWorldOfLemmings_v1.0_AGA_0625.zip_AllNewWorldOfLemmingsAGA.slave.txt;All New World of Lemmings;1994 DMA Design / Psygnosis;4304;15;NoError, ReqAGA, EmulPriv, Examine;2093056;0;5d;1048576
AlloAllo_v1.0.zip;AlloAllo\AlloAllo.Slave;AlloAllo_v1.0.zip_AlloAllo.Slave.txt;Allo Allo;1993 Alternative Software;1640;13;NoError, EmulTrap, ClearMem;524288;0;54;524288
AllTerrainRacingXmasDemo_v1.2.zip;AllTerrainRacingXmasDemo\AllTerrainRacingXmasDemo.Slave;AllTerrainRacingXmasDemo_v1.2.zip_AllTerrainRacingXmasDemo.Slave.txt;All Terrain Racing Xmas Demo;1994 Team 17;664;10;NoError, EmulTrap;524288;0;59;458752
AllTerrainRacing_v1.1.zip;AllTerrainRacing\AllTerrainRacing.Slave;AllTerrainRacing_v1.1.zip_AllTerrainRacing.Slave.txt;All Terrain Racing;1995 Team 17;920;10;NoError, EmulTrap;524288;0;5d;524288
Alpha1_v1.0_1921.zip;Alpha1\Alpha1.Slave;Alpha1_v1.0_1921.zip_Alpha1.Slave.txt;Alpha-1;1988 ECP;948;14;NoError, ClearMem;524288;0;59;4096
