"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, ClearMem";"Acid in the House ? 1989 North Star & The Silents.";"1989 North Star & The Silents";"whdload";"0";"Acid in the House";"AcidInTheHouse";"921836";"A\AcidInTheHouse\AcidInTheHouse.Slave";"0";"A\AcidInTheHouse";"524288";"AcidInTheHouse";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Acme 1991 Slideshow ? 1991 Acme.";"1991 Acme";"whdload";"0";"Acme 1991 Slideshow";"Acme1991Slideshow";"922192";"A\Acme1991Slideshow\Acme1991Slideshow.Slave";"0";"A\Acme1991Slideshow";"524288";"Acme1991Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"A few Tunes by Dr. Awesome & Fleshbrain ? 1990 Crusaders.";"1990 Crusaders";"whdload";"0";"A few Tunes by Dr. Awesome & Fleshbrain";"AFewTunes";"920410";"A\AFewTunes\AFewTunes.Slave";"0";"A\AFewTunes";"524288";"AFewTunes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Alfred - The Music Disk ? 1991 Relay.";"1991 Relay";"whdload";"0";"Alfred";"AlfredTheMusicDisk";"925593";"A\AlfredTheMusicDisk\AlfredTheMusicDisk.slave";"0";"A\AlfredTheMusicDisk";"524288";"AlfredTheMusicDisk";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Aloha ? 1989 Rebels.";"1989 Rebels";"whdload";"0";"Aloha";"Aloha";"90505";"A\Aloha\Aloha.Slave";"0";"A\Aloha";"524288";"Aloha";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Alpha and Omega ? 1991 Pure Metal Coders.";"1991 Pure Metal Coders";"whdload";"0";"Alpha and Omega";"Alpha&Omega";"907924";"A\Alpha&Omega\Alpha&Omega.Slave";"0";"A\Alpha&Omega";"524288";"Alpha&Omega";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Amazing Tunes ? 1988 Share and Enjoy.";"1988 Share and Enjoy";"whdload";"0";"Amazing Tunes";"AmazingTunes";"741947";"A\AmazingTunes\AmazingTunes.Slave";"0";"A\AmazingTunes";"524288";"AmazingTunes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Amplifier I ? 1991 Dimension 4.";"1991 Dimension 4";"whdload";"0";"Amplifier I";"Amplifier1";"691999";"A\Amplifier1\Amplifier1.Slave";"0";"A\Amplifier1";"524288";"Amplifier1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Amplifier II ? 1991 Dimension 4.";"1991 Dimension 4";"whdload";"0";"Amplifier II";"Amplifier2";"1444096";"A\Amplifier2\Amplifier2.slave";"0";"A\Amplifier2";"524288";"Amplifier2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Analogia ? 1991 Analog";"1991 Analog";"whdload";"0";"Analogia";"Analogia";"929897";"A\Analogia\Analogia.Slave";"4096";"A\Analogia";"524288";"Analogia";"OCS/ECS";"";"";"";"";""
"NoError";"Anarchy - Announcetro ? 1991 The Silents & Anarchy";"1991 The Silents & Anarchy";"whdload";"0";"Anarchy - Announcetro";"AnarchyAnnouncetro";"195247";"A\AnarchyAnnouncetro\AnarchyAnnouncetro.Slave";"4096";"A\AnarchyAnnouncetro";"364544";"AnarchyAnnouncetro";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Anarchy Party 1991 Slideshow ? 1991 Razor 1911.";"1991 Razor 1911";"whdload";"0";"Anarchy Party 1991 Slideshow";"AnarchyParty1991Slideshow";"924973";"A\AnarchyParty1991Slideshow\AnarchyPartySlide.Slave";"0";"A\AnarchyParty1991Slideshow";"524288";"AnarchyParty1991Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Animotion ? 1990 Phenomena.";"1990 Phenomena";"whdload";"0";"Animotion";"Animotion";"219165";"A\Animotion\Animotion.slave";"0";"A\Animotion";"524288";"Animotion";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Apocalypse 1992 Gods.";"1992 Gods";"whdload";"0";"Apocalypse";"Apocalypse";"394645";"A\Apocalypse\Apocalypse.Slave";"0";"A\Apocalypse";"524288";"Apocalypse";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Art and Go ? 1993 Impulse.";"1993 Impulse";"whdload";"0";"Art and Go";"Art&Go";"917773";"A\Art&Go\Art&Go.Slave";"0";"A\Art&Go";"524288";"Art&Go";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Art of Noise 3 ? 1991 Northtech.";"1991 Northtech";"whdload";"0";"Art of Noise 3";"ArtOfNoise3";"683031";"A\ArtOfNoise3\ArtOfNoise3.Slave";"0";"A\ArtOfNoise3";"524288";"ArtOfNoise3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Art of Noise 4 ? 1991 Northtech.";"1991 Northtech";"whdload";"0";"Art of Noise 4";"ArtOfNoise4";"751379";"A\ArtOfNoise4\ArtOfNoise4.Slave";"0";"A\ArtOfNoise4";"524288";"ArtOfNoise4";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Assemblo ? 1992 World Industries.";"1992 World Industries";"whdload";"0";"Assembblo";"Assemblo";"364154";"A\Assemblo\Assemblo.Slave";"0";"A\Assemblo";"524288";"Assemblo";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Assembly '92 Slideshow ? 1992 World Industries.";"1992 World Industries";"whdload";"0";"Assembly ";"Assembly92Slideshow";"919999";"A\Assembly92Slideshow\Assembly92Slideshow.Slave";"0";"A\Assembly92Slideshow";"524288";"Assembly92Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Astrogate ? 1990 Byterapers.";"1990 Byterapers";"whdload";"0";"Astrogate";"Astrogate";"96978";"A\Astrogate\Astrogate.Slave";"0";"A\Astrogate";"524288";"Astrogate";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Atmospherical Melodies ? 1997 Carnage.";"1997 Carnage";"whdload";"0";"Atmospherical Melodies";"AtmosphericalMelodies";"919602";"A\AtmosphericalMelodies\AtmosphericalMelodies.Slave";"0";"A\AtmosphericalMelodies";"524288";"AtmosphericalMelodies";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Audience is Listening ? 1991 Taipan";"1991 Taipan";"whdload";"0";"The Audience is Listening";"AudienceIsListening";"336712";"A\AudienceIsListening\AudienceIsListening.Slave";"0";"A\AudienceIsListening";"524288";"AudienceIsListening";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Audio Dreams ? 1993 Chaos.";"1993 Chaos";"whdload";"0";"Audio Dreams";"AudioDreams";"1822380";"A\AudioDreams\AudioDreams.Slave";"0";"A\AudioDreams";"524288";"AudioDreams";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"AudiOmega ? 1993 Rebels.";"1993 Rebels";"whdload";"0";"AudiOmega";"AudiOmega";"919453";"A\AudiOmega\AudiOmega.Slave";"0";"A\AudiOmega";"524288";"AudiOmega";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Audio X ? 19?? Crusaders.";"";"whdload";"0";"";"AudioX";"920604";"A\AudioX\AudioX.slave";"";"A\AudioX";"524288";"AudioX";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Autumn Nights ? 1992 Palace.";"1992 Palace";"whdload";"0";"Autumn Nights";"AutumnNights";"925721";"A\AutumnNights\AutumnNights.slave";"0";"A\AutumnNights";"524288";"AutumnNights";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Back 2 Base ? 1989 Crusaders.";"1989 Crusaders";"whdload";"0";"Back 2 Base";"Back2Base";"547099";"B\Back2Base\Back2Base.Slave";"0";"B\Back2Base";"524288";"Back2Base";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Bacteria ? 19?? Crusaders.";"";"whdload";"0";"";"Bacteria";"922371";"B\Bacteria\Bacteria.slave";"";"B\Bacteria";"524288";"Bacteria";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Banging Raves ? 1991 Intuition.";"1991 Intuition";"whdload";"0";"Banging Raves";"BangingRaves";"407706";"B\BangingRaves\BangingRaves.Slave";"0";"B\BangingRaves";"524288";"BangingRaves";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Banging Raves 2 ? 1991 Intuition.";"1991 Intuition";"whdload";"0";"Banging Raves 2";"BangingRaves2";"477375";"B\BangingRaves2\BangingRaves2.Slave";"0";"B\BangingRaves2";"524288";"BangingRaves2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Bard In A Box ? 1991 Academy.";"1991 Academy";"whdload";"0";"Bard in a Box";"BardInABox";"921289";"B\BardInABox\BardInABox.slave";"0";"B\BardInABox";"524288";"BardInABox";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Basso Continuo ? 1992 Fury.";"1992 Fury";"whdload";"0";"Basso Continuo";"BassoContinuo";"796257";"B\BassoContinuo\BassoContinuo.Slave";"0";"B\BassoContinuo";"524288";"BassoContinuo";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"BBS Intro ? 1992 Technology.";"1992 Taurus";"whdload";"0";"BBS Intro";"BBSIntro";"108246";"B\BBSIntro\BBSIntro.Slave";"0";"B\BBSIntro";"524288";"BBS";"OCS/ECS";"";"";"";"Intro";""
"NoError, ClearMem";"Beach Volley demo ? 1990 Paradox";"1990 Paradox";"whdload";"0";"Beach Volley demo";"BeachVolleyDemo";"161643";"B\BeachVolleyDemo\BeachVolleyDemo.Slave";"4096";"B\BeachVolleyDemo";"524288";"BeachVolley";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap, ClearMem";"Beat Box ? 1989 The Warfalcons.";"1989 The Warfalcons";"whdload";"0";"Beat Box";"BeatBox";"852880";"B\BeatBox\BeatBox.Slave";"0";"B\BeatBox";"524288";"BeatBox";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Beatvise ? 1989 Ivory.";"1989 Ivory";"whdload";"0";"Beatvise";"Beatvise";"921096";"B\Beatvise\Beatvise.Slave";"0";"B\Beatvise";"524288";"Beatvise";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Beginning ? 1990 Byterapers.";"1990 Byterapers";"whdload";"0";"The Beginning";"Beginning";"167713";"B\Beginning\Beginning.Slave";"0";"B\Beginning";"524288";"Beginning";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Best of Grubi ? 1991 Brainstorm.";"1991 Brainstorm";"whdload";"0";"The Best of Grubi";"BestOfGrubi";"923901";"B\BestOfGrubi\BestOfGrubi.Slave";"0";"B\BestOfGrubi";"524288";"BestOfGrubi";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Best of Pearl ? 1991 Byte Busters.";"1991 Byte Busters";"whdload";"0";"The Best of Pearl";"BestOfPearl";"920460";"B\BestOfPearl\BestOfPearl.Slave";"0";"B\BestOfPearl";"524288";"BestOfPearl";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Best of RAF Vol.1 1990 Katharsis.";"1990 Katharsis";"whdload";"0";"Best of RAF Vol.1";"BestOfRAFVol1";"966794";"B\BestOfRAFVol1\BestOfRAFVol1.Slave";"0";"B\BestOfRAFVol1";"524288";"BestOfRAFVol1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Beyond Justice ? 1991 Dexion.";"1991 Dexion";"whdload";"0";"Beyond Justice";"BeyondJustice";"455565";"B\BeyondJustice\BeyondJustice.Slave";"0";"B\BeyondJustice";"524288";"BeyondJustice";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Big Business ? 1991 Defjam.";"1991 The Silents";"whdload";"0";"Big Business";"BigBusiness";"427646";"B\BigBusiness\BigBusiness.Slave";"0";"B\BigBusiness";"524288";"BigBusiness";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Black Energy ? 1992 Hardline.";"1992 Hardline";"whdload";"0";"Black Energy";"BlackEnergy";"920585";"B\BlackEnergy\BlackEnergy.Slave";"0";"B\BlackEnergy";"524288";"BlackEnergy";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Black and White ? 1991 Pentagon/Drifters - 1 disk";"1991 Pentagon/Drifters";"whdload";"0";"Black & White";"BlackNWhite";"914885";"B\BlackNWhite\BlackNWhite.Slave";"4096";"B\BlackNWhite";"524288";"BlackNWhite";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Blasting ? 1989 Gate.";"1989 Gate";"whdload";"0";"Blasting";"Blasting";"249242";"B\Blasting\Blasting.Slave";"0";"B\Blasting";"524288";"Blasting";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Blue House 2 ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Blue House 2";"BlueHouse2";"253723";"B\BlueHouse2\BlueHouse2.slave";"0";"B\BlueHouse2";"524288";"BlueHouse2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Blues House ? 1991 The Silents.";"1991 The Silents";"whdload";"0";"Blues House";"BluesHouse";"1823511";"B\BluesHouse\BluesHouse.Slave";"0";"B\BluesHouse";"524288";"BluesHouse";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Bomb the Bass - Tuneshow 2 ? 1989 Trash & The Top Boys.";"1989 Trash & The Top Boys";"whdload";"0";"Bomb the Bass - Tuneshow 2";"BombTheBaseTuneshow2";"906358";"B\BombTheBaseTuneshow2\BombTheBaseTuneshow2.Slave";"0";"B\BombTheBaseTuneshow2";"524288";"BombTheBaseTuneshow2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Our Definition of a Boombastic Demo Style ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Our Definition of a Boombastic Demo Style";"Boombastic";"346190";"B\Boombastic\Boombastic.slave";"0";"B\Boombastic";"524288";"Boombastic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Boulder Demo ? 1988 Tristar.";"1988 Tristar";"whdload";"0";"Boulder Demo";"BoulderDemo";"338243";"B\BoulderDemo\BoulderDemo.Slave";"0";"B\BoulderDemo";"524288";"Boulder";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 (Breed CD1) ? 1990 Nightbreed.";"1990 Nightbreed";"whdload";"0";"Breed CD 1 (Music Disk 1)";"BreedCD1";"805258";"B\BreedCD1\BreedCD1.Slave";"0";"B\BreedCD1";"524288";"BreedCD1";"OCS/ECS";"";"";"";"";""
"NoError";"Bruno's MusicBox 2 ? 1990 Gate.";"1990 Gate";"whdload";"0";"Bruno";"BrunosMusicBox2";"917598";"B\BrunosMusicBox2\BrunosMusicBox2.Slave";"0";"B\BrunosMusicBox2";"524288";"BrunosMusicBox2";"OCS/ECS";"";"";"";"";""
"NoError";"Bruno's MusicBox 3 ? 1991 Anarchy.";"1991 Anarchy";"whdload";"0";"Bruno";"BrunosMusicBox3";"1816460";"B\BrunosMusicBox3\BrunosMusicBox3.Slave";"0";"B\BrunosMusicBox3";"524288";"BrunosMusicBox3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Bubonic Plague ? 1989 Bloodsuckers.";"1989 Bloodsuckers";"whdload";"0";"Bubonic Plague";"BubonicPlague";"98088";"B\BubonicPlague\BubonicPlague.Slave";"0";"B\BubonicPlague";"524288";"BubonicPlague";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Burning Spear ? 1992 The Dark Demon.";"1992 The Dark Demon";"whdload";"0";"Burning Spear";"BurningSpear";"921680";"B\BurningSpear\BurningSpear.Slave";"0";"B\BurningSpear";"524288";"BurningSpear";"OCS/ECS";"";"";"";"";""
"NoError";"Can I Play Whit Madness ? Defcon 1.";"Defcon 1";"whdload";"0";"Can I play with madness";"CanIPlayWithMadness";"1133729";"C\CanIPlayWithMadness\CanIPlayWithMadness.Slave";"0";"C\CanIPlayWithMadness";"524288";"CanIPlayWithMadness";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Capricorn One by Cydonia (1 disk).";"1995 Cydonia";"whdload";"0";"Capricorn One";"CapricornOne";"907394";"C\CapricornOne\CapricornOne.Slave";"0";"C\CapricornOne";"524288";"CapricornOne";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cebit '89 ? 1989 Exact.";"1989 Exact";"whdload";"0";"Cebit ";"Cebit89";"153434";"C\Cebit89\Cebit89.Slave";"0";"C\Cebit89";"524288";"Cebit89";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Celebration ? 1989 It.";"1989 It";"whdload";"0";"Celebration";"Celebration";"499788";"C\Celebration\Celebration.Slave";"0";"C\Celebration";"524288";"Celebration";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cerebral Delights ? 1991 Goldfire.";"1991 Goldfire";"whdload";"0";"Cerebral Delights";"CerebralDelights";"1121644";"C\CerebralDelights\CerebralDelights.Slave";"0";"C\CerebralDelights";"524288";"CerebralDelights";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Checked Implosion ? 1992 Intryx - 1 disk";"1992 Intryx";"whdload";"0";"Checked Implosion";"CheckedImplosion";"913022";"C\CheckedImplosion\CheckedImplosion.Slave";"0";"C\CheckedImplosion";"524288";"CheckedImplosion";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chip Music ? 1989 Slipstream.";"1989 Slipstream";"whdload";"0";"Chip Music";"ChipMusic";"67118";"C\ChipMusic\ChipMusic.Slave";"0";"C\ChipMusic";"524288";"ChipMusic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chip Music Festival ? 1990 Magnetic Fields.";"1990 Magnetic Fields";"whdload";"0";"Chip Music Festival";"ChipMusicFestival";"920426";"C\ChipMusicFestival\ChipMusicFestival.Slave";"0";"C\ChipMusicFestival";"524288";"ChipMusicFestival";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chords ? 1991 Foundation.";"1991 Foundation";"whdload";"0";"Chords";"Chords";"920565";"C\Chords\Chords.Slave";"0";"C\Chords";"524288";"Chords";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Circle Scroller ? 1989 United Forces.";"1989 United Forces";"whdload";"0";"Circle Scroller";"CircleScroller";"124351";"C\CircleScroller\CircleScroller.Slave";"0";"C\CircleScroller";"524288";"CircleScroller";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Clapping World ? 1989 Subway.";"1989 Subway";"whdload";"0";"Clapping Hands";"ClappingWorld";"919331";"C\ClappingWorld\ClappingWorld.Slave";"0";"C\ClappingWorld";"524288";"ClappingWorld";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Coca Cola Demo ? 1989 Fraxion.";"1989 Fraxion";"whdload";"0";"Coca Cola Demo";"CocaColaDemo";"311911";"C\CocaColaDemo\CocaColaDemo.Slave";"0";"C\CocaColaDemo";"524288";"CocaCola";"OCS/ECS";"";"";"Demo";"";""
"Disk, NoError, EmulTrap";"an Intro written in 1989 by The Code Killers GDR.";"1989 Code Killers";"whdload";"0";"Code Killers Intro";"CodeKillersIntro";"204566";"C\CodeKillersIntro\CodeKillersIntro.slave";"0";"C\CodeKillersIntro";"524288";"CodeKillers";"OCS/ECS";"";"";"";"Intro";""
"NoError, EmulTrap, ClearMem";"The Codertrash ? 1991 Mexx.";"1991 Mexx";"whdload";"0";"The Codertrash";"Codertrash";"324130";"C\Codertrash\Codertrash.Slave";"0";"C\Codertrash";"524288";"Codertrash";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Color Crime 1992 X-Trade.";"1992 X-Trade";"whdload";"0";"Color Crime";"ColorCrime";"1820117";"C\ColorCrime\ColorCrime.Slave";"0";"C\ColorCrime";"524288";"ColorCrime";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Coma ? 1990 Rebels";"1990 Rebels";"whdload";"0";"Coma";"Coma";"248650";"C\Coma\Coma.Slave";"4096";"C\Coma";"524288";"Coma";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Compact Music Disk 1 1990 Semtex.";"1990 Semtex";"whdload";"0";"Compact Music Disk 1";"CompactMusicDisk1";"750834";"C\CompactMusicDisk1\CompactMusicDisk1.Slave";"0";"C\CompactMusicDisk1";"524288";"CompactMusicDisk1";"OCS/ECS";"";"";"";"";""
"NoError";"Compilation Disk ? 1990 PowerLords.";"PowerLords";"whdload";"0";"Compilation Disk";"CompilationDisk";"884940";"C\CompilationDisk\CompilationDisk.Slave";"0";"C\CompilationDisk";"524288";"CompilationDisk";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Complete ? 1992 Talent.";"1992 Talent";"whdload";"0";"The Complete";"Complete";"918874";"C\Complete\Complete.Slave";"0";"C\Complete";"524288";"Complete";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Concept Criminosical ? 1993 Ruthless.";"1993 Ruthless";"whdload";"0";"Concept Criminosical";"ConceptCriminosical";"547841";"C\ConceptCriminosical\ConceptCriminosical.Slave";"0";"C\ConceptCriminosical";"524288";"ConceptCriminosical";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Coppermaster, ?1990 Angels";"1990 Angels";"whdload";"0";"Copper Master";"CopperMaster";"161143";"C\CopperMaster\CopperMaster.slave";"0";"C\CopperMaster";"524288";"CopperMaster";"OCS/ECS";"";"";"";"";""
"NoError";"Crayon Shinchan ? 1993 Melon Dezign - 1 disk";"1993 Melon Dezign";"whdload";"0";"Crayon Shinchan";"CrayonShinchan";"913386";"C\CrayonShinchan\CrayonShinchan.Slave";"0";"C\CrayonShinchan";"528384";"CrayonShinchan";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Crazy Sounds 2 ? 1989 Team-X.";"1989 Team-X";"whdload";"0";"Crazy Sounds 2";"CrazySounds2";"1191289";"C\CrazySounds2\CrazySounds2.Slave";"0";"C\CrazySounds2";"524288";"CrazySounds2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Creamy Cranium 1 ? 1991 Strangers.";"1991 Strangers";"whdload";"0";"Creamy Cranium 1";"CreamyCranium1";"919611";"C\CreamyCranium1\CreamyCranium1.Slave";"0";"C\CreamyCranium1";"524288";"CreamyCranium1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Crystal Symphonies ? 1991 Phenomena, Scoopex,";"1991 Phenomena, Scoopex, Rebels";"whdload";"0";"Crystal Symphonies";"CrystalSymphonies";"914235";"C\CrystalSymphonies\CrystalSymphonies.slave";"0";"C\CrystalSymphonies";"524288";"CrystalSymphonies";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Crystal Symphonies 2 ? 1992 Phenomena - 1 disk";"1992 Phenomena";"whdload";"0";"Crystal Symphonies 2";"CrystalSymphonies2";"914270";"C\CrystalSymphonies2\CrystalSymphonies2.slave";"0";"C\CrystalSymphonies2";"524288";"CrystalSymphonies2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cutcreations ? 1992 Static Bytes.";"1992 Static Bytes";"whdload";"0";"Cutcreations";"Cutcreations";"909655";"C\Cutcreations\Cutcreations.Slave";"0";"C\Cutcreations";"524288";"Cutcreations";"OCS/ECS";"";"";"";"";""
