"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulPriv, ClearMem, Examine";"Hole In One ? 1988 Digitek";"1988 Digitek";"whdload";"0";"Hole In One";"HoleInOne";"793726";"HoleInOne\HoleInOne.slave";"262144";"HoleInOne";"524288";"HoleInOne";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv, ClearMem, Examine";"Hole In One ? 1988 Digitek";"1988 Digitek";"whdload";"0";"Hole In One";"HoleInOne&DataDisks";"2090216";"HoleInOne&DataDisks\HoleInOne&DataDisks.Slave";"262144";"HoleInOne&DataDisks";"524288";"HoleInOnes";"OCS/ECS";"";"";"";"";"DataDisk"
"NoError, EmulPriv, Examine";"Might & Magic III - Isles of Terra ? 1991 New World";"1991 New World Computing";"whdload";"0";"Might & Magic III";"MightAndMagic3De";"5070220";"MightAndMagic3De\MightAndMagic3.Slave";"983040";"MightAndMagic3De";"524288";"MightAndMagic3";"OCS/ECS";"De";"";"";"";""
"NoError";"OsWALD Of The Ice Floes ? 1989 Centaur.";"1989 Centaur ";"whdload";"0";"OsWALD Of The Ice Floes";"OsWALDOfTheIceFloes";"487448";"OsWALDOfTheIceFloes\OsWALDOfTheIceFloes.Slave";"0";"OsWALDOfTheIceFloes";"524288";"OsWALDOfTheIceFloes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"Pizza Connection ? 1994 Software 2000.";"1994 Software 2000";"whdload";"0";"Pizza Connection";"PizzaConnectionDe";"3101993";"PizzaConnectionDe\PizzaConnectionDe.Slave";"1310720";"PizzaConnectionDe";"524288";"PizzaConnection";"OCS/ECS";"De";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"Sim Life ? 1992 Maxis";"1992 Maxis";"whdload";"0";"Sim Life (ECS)";"SimLife";"2101260";"SimLife\SimLife.Slave";"1835008";"SimLife";"524288";"SimLife";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"Sim Life ? 1992 Maxis";"1992 Maxis";"whdload";"0";"Sim Life (ECS)";"SimLifeDe";"1845496";"SimLifeDe\SimLifeDe.Slave";"1835008";"SimLifeDe";"524288";"SimLife";"OCS/ECS";"De";"";"";"";""
"NoError, EmulPriv, ClearMem, Examine";"Skate of the Art ?1989 Linel";"1989 Linel";"whdload";"0";"Skate Of The Art";"SkateOfTheArt";"782228";"SkateOfTheArt\SkateOfTheArt.Slave";"262144";"SkateOfTheArt";"589824";"SkateOfTheArt";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv, Examine";"SoreFist ? SnakeSoft.";"SnakeSoft.";"whdload";"0";"SoreFist";"Sorefist";"804074";"Sorefist\Sorefist.Slave";"262144";"Sorefist";"1048576";"Sorefist";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv, Examine";"Transworld ? 1991 Starbyte.";"1991 Starbyte";"whdload";"0";"Transworld";"TransworldDe";"615767";"TransworldDe\TransworldDe.Slave";"262144";"TransworldDe";"524288";"Transworld";"OCS/ECS";"De";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Trivial Pursuit ? Domark.";"DoMark";"whdload";"0";"Trivial Pursuit (VF/DE/GB)";"TrivialPursuit";"397955";"TrivialPursuit\TrivialPursuit.slave";"0";"TrivialPursuit";"655360";"TrivialPursuit";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Trivial Pursuit ? Domark.";"DoMark";"whdload";"0";"Trivial Pursuit (VF/DE/GB)";"TrivialPursuitDe";"373492";"TrivialPursuitDe\TrivialPursuitDe.slave";"0";"TrivialPursuitDe";"655360";"TrivialPursuit";"OCS/ECS";"De";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Trivial Pursuit ? Domark.";"DoMark";"whdload";"0";"Trivial Pursuit (VF/DE/GB)";"TrivialPursuitFr";"367740";"TrivialPursuitFr\TrivialPursuitFr.slave";"0";"TrivialPursuitFr";"655360";"TrivialPursuit";"OCS/ECS";"Fr";"";"";"";""
"NoError, ClearMem";"W Potrzasku ?1997 L.K. Avalon";"1997 L.K. Avalon";"whdload";"0";"W Potrzasku";"WPotrzaskuPl";"3105089";"WPotrzaskuPl\WPotrzaskuPl.Slave";"417792";"WPotrzaskuPl";"544768";"WPotrzasku";"OCS/ECS";"Pl";"";"";"";""
