"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"AlfredTheMusicDisk\AlfredTheMusicDisk.slave";"NoError, EmulTrap, ClearMem";"Alfred - The Music Disk ? 1991 Relay.";"Alfred";"1991 Relay";"0";"A\AlfredTheMusicDisk_v1.01_Relay.lha";"AlfredTheMusicDisk";"AlfredTheMusicDisk";"0";"whdload";"524288";"925593";"AlfredTheMusicDisk";"OCS/ECS";"";"";"";"";""
"Algebra\Algebra.Slave";"NoError, EmulPriv, Examine";"Algebra ? 1991 Dragon Stone.";"Algebra";"1991 Dragon Stone";"262144";"A\Algebra_v1.0_DragonStone.lha";"Algebra";"Algebra";"0";"whdload";"589824";"911318";"Algebra";"OCS/ECS";"";"";"";"";""
"Aloha\Aloha.Slave";"NoError, EmulTrap, ClearMem";"Aloha ? 1989 Rebels.";"Aloha";"1989 Rebels";"0";"A\Aloha_v1.0_Rebels.lha";"Aloha";"Aloha";"0";"whdload";"524288";"90505";"Aloha";"OCS/ECS";"";"";"";"";""
"Alpha&Omega\Alpha&Omega.Slave";"Disk, NoError";"Alpha and Omega ? 1991 Pure Metal Coders.";"Alpha and Omega";"1991 Pure Metal Coders";"0";"A\Alpha&Omega_v1.0_PureMetalCoders.lha";"Alpha&Omega";"Alpha&Omega";"0";"whdload";"524288";"908538";"Alpha&Omega";"OCS/ECS";"";"";"";"";""
"AlternativeReality\AlternativeReality.Slave";"NoError, EmulTrap, ClearMem";"Alternative Reality 1992 Suspect.";"Alternative Reality";"1992 Suspect";"524288";"A\AlternativeReality_v1.0_Suspect.lha";"AlternativeReality";"AlternativeReality";"0";"whdload";"524288";"921744";"AlternativeReality";"OCS/ECS";"";"";"";"";""
"AmazingTunes2\AmazingTunes2.Slave";"NoError, EmulTrap, ClearMem";"Amazing Tunes 2 ? 1990 Share and Enjoy.";"Amazing Tunes 2";"1990 Share and Enjoy";"524288";"A\AmazingTunes2_v1.0_ShareAndEnjoy.lha";"AmazingTunes2";"AmazingTunes2";"0";"whdload";"524288";"2727369";"AmazingTunes2";"OCS/ECS";"";"";"";"";""
"AmazingTunes\AmazingTunes.Slave";"NoError, EmulTrap, ClearMem";"Amazing Tunes ? 1988 Share and Enjoy.";"Amazing Tunes";"1988 Share and Enjoy";"0";"A\AmazingTunes_v1.01_ShareAndEnjoy.lha";"AmazingTunes";"AmazingTunes";"0";"whdload";"524288";"741947";"AmazingTunes";"OCS/ECS";"";"";"";"";""
"Amplifier1\Amplifier1.Slave";"NoError, EmulTrap, ClearMem";"Amplifier I ? 1991 Dimension 4.";"Amplifier I";"1991 Dimension 4";"0";"A\Amplifier1_v1.0_Dimension4.lha";"Amplifier1";"Amplifier1";"0";"whdload";"524288";"691999";"Amplifier1";"OCS/ECS";"";"";"";"";""
"Amplifier2\Amplifier2.slave";"NoError, EmulTrap, ClearMem";"Amplifier II ? 1991 Dimension 4.";"Amplifier II";"1991 Dimension 4";"0";"A\Amplifier2_v1.01_Dimension4.lha";"Amplifier2";"Amplifier2";"0";"whdload";"524288";"1444096";"Amplifier2";"OCS/ECS";"";"";"";"";""
"Analogia\Analogia.Slave";"NoError, ClearMem";"Analogia ? 1991 Analog";"Analogia";"1991 Analog";"4096";"A\Analogia_v1.1_Analog.lha";"Analogia";"Analogia";"0";"whdload";"524288";"929897";"Analogia";"OCS/ECS";"";"";"";"";""
"AnarchyAnnouncetro\AnarchyAnnouncetro.Slave";"NoError";"Anarchy - Announcetro ? 1991 The Silents & Anarchy";"Anarchy - Announcetro";"1991 The Silents & Anarchy";"4096";"A\AnarchyAnnouncetro_v1.0_Silents&Anarchy.lha";"AnarchyAnnouncetro";"AnarchyAnnouncetro";"0";"whdload";"364544";"195247";"AnarchyAnnouncetro";"OCS/ECS";"";"";"";"";""
"AnarchyParty1991Slideshow\AnarchyPartySlide.Slave";"NoError, EmulTrap, ClearMem";"Anarchy Party 1991 Slideshow ? 1991 Razor 1911.";"Anarchy Party 1991 Slideshow";"1991 Razor 1911";"0";"A\AnarchyParty1991Slideshow_v1.0_Razor1911.lha";"AnarchyParty1991Slideshow";"AnarchyParty1991Slideshow";"0";"whdload";"524288";"924973";"AnarchyParty1991Slideshow";"OCS/ECS";"";"";"";"";""
"AnimatunesAGA\AnimatunesAGA.slave";"Disk, NoError, Req68020, ReqAGA, ClearMem";"Animatunes ? 1994 NGC.";"Animatunes";"1994 NGC";"4096";"A\Animatunes_v1.0_NewGenerationCrew_AGA.lha";"AnimatunesAGA";"AnimatunesAGA";"0";"whdload";"2097152";"1821719";"Animatunes";"AGA";"";"";"";"";""
"Animotion\Animotion.slave";"NoError, EmulTrap, ClearMem";"Animotion ? 1990 Phenomena.";"Animotion";"1990 Phenomena";"0";"A\Animotion_v1.01_Phenomena.lha";"Animotion";"Animotion";"0";"whdload";"524288";"219165";"Animotion";"OCS/ECS";"";"";"";"";""
"Announce\Announce.Slave";"NoError";"Announce ? 1993 Lemon.";"Announce";"1993 Lemon.";"528384";"A\Announce_v1.0_Lemon.lha";"Announce";"Announce";"0";"whdload";"466944";"345406";"Announce";"OCS/ECS";"";"";"";"";""
"A.S.S\A.S.S.slave";"Disk, NoError, EmulTrap";":";"Antediluvian Sloppy Spectacle";"1993 Essence";"524288";"A\AntediluvianSloppySpectacle_v1.0_Essence.lha";"A.S.S";"A.S.S";"0";"whdload";"524288";"914711";"A.S.S";"OCS/ECS";"";"";"";"";""
"Apocalypse\Apocalypse.Slave";"NoError, EmulTrap, ClearMem";"Apocalypse 1992 Gods.";"Apocalypse";"1992 Gods";"0";"A\Apocalypse_v1.0_Gods.lha";"Apocalypse";"Apocalypse";"0";"whdload";"524288";"394645";"Apocalypse";"OCS/ECS";"";"";"";"";""
"Aquarium\Aquarium.Slave";"NoError, EmulTrap, ClearMem";"Aquarium 1993 Carillon & Cyberiad.";"Aquarium";"1993 Carillon & Cyberiad";"524288";"A\Aquarium_v1.0_Carillon&Cyberiad.lha";"Aquarium";"Aquarium";"0";"whdload";"524288";"727468";"Aquarium";"OCS/ECS";"";"";"";"";""
"Art&Go\Art&Go.Slave";"NoError, ClearMem";"Art and Go ? 1993 Impulse.";"Art and Go";"1993 Impulse";"0";"A\Art&Go_v1.0_Impulse.lha";"Art&Go";"Art&Go";"0";"whdload";"524288";"917773";"Art&Go";"OCS/ECS";"";"";"";"";""
"Arte\Arte.Slave";"Disk, NoError, EmulTrap";"Arte ? 1993 Sanity.";"Arte";"1993 Sanity";"499712";"A\Arte_v1.5_Sanity.lha";"Arte";"Arte";"0";"whdload";"495616";"899012";"Arte";"OCS/ECS";"";"";"";"";""
"ArtificialParadiseAGA\ArtificialParadiseAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Artificial Paradise ? 1994 NGC.";"Artificial Paradise";"1994 NGC";"4293160960";"A\ArtificialParadise_v1.0_NewGenerationCrew_AGA.lha";"ArtificialParadiseAGA";"ArtificialParadiseAGA";"0";"whdload";"2097152";"1825148";"ArtificialParadise";"AGA";"";"";"";"";""
"ArtOfNoise3\ArtOfNoise3.Slave";"NoError, EmulTrap, ClearMem";"Art of Noise 3 ? 1991 Northtech.";"Art of Noise 3";"1991 Northtech";"0";"A\ArtOfNoise3_v1.0_Northtech.lha";"ArtOfNoise3";"ArtOfNoise3";"0";"whdload";"524288";"683031";"ArtOfNoise3";"OCS/ECS";"";"";"";"";""
"ArtOfNoise4\ArtOfNoise4.Slave";"NoError, EmulTrap, ClearMem";"Art of Noise 4 ? 1991 Northtech.";"Art of Noise 4";"1991 Northtech";"0";"A\ArtOfNoise4_v1.0_Northtech.lha";"ArtOfNoise4";"ArtOfNoise4";"0";"whdload";"524288";"751379";"ArtOfNoise4";"OCS/ECS";"";"";"";"";""
"Assemblo\Assemblo.Slave";"NoError, EmulTrap, ClearMem";"Assemblo ? 1992 World Industries.";"Assembblo";"1992 World Industries";"0";"A\Assemblo_v1.0_WorldIndustries.lha";"Assemblo";"Assemblo";"0";"whdload";"524288";"364154";"Assemblo";"OCS/ECS";"";"";"";"";""
"Assembly92Slideshow\Assembly92Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Assembly '92 Slideshow ? 1992 World Industries.";"Assembly ";"1992 World Industries";"0";"A\Assembly92Slideshow_v1.0_WorldIndustries.lha";"Assembly92Slideshow";"Assembly92Slideshow";"0";"whdload";"524288";"919999";"Assembly92Slideshow";"OCS/ECS";"";"";"";"";""
"Astrogate\Astrogate.Slave";"NoError, EmulTrap, ClearMem";"Astrogate ? 1990 Byterapers.";"Astrogate";"1990 Byterapers";"0";"A\Astrogate_v1.0_Byterapers.lha";"Astrogate";"Astrogate";"0";"whdload";"524288";"96978";"Astrogate";"OCS/ECS";"";"";"";"";""
"AtmosphericalMelodies\AtmosphericalMelodies.Slave";"NoError, ClearMem";"Atmospherical Melodies ? 1997 Carnage.";"Atmospherical Melodies";"1997 Carnage";"0";"A\AtmosphericalMelodies_v1.0_Carnage.lha";"AtmosphericalMelodies";"AtmosphericalMelodies";"0";"whdload";"524288";"919602";"AtmosphericalMelodies";"OCS/ECS";"";"";"";"";""
"AtomeAGA\AtomeAGA.Slave";"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Atome ? 1996 Skarla";"Atome";"1996 Skarla";"1224704";"A\Atome_v1.1_Skarla_AGA.lha";"AtomeAGA";"AtomeAGA";"0";"whdload";"946176";"1244357";"Atome";"AGA";"";"";"";"";""
"AudienceIsListening\AudienceIsListening.Slave";"NoError, EmulTrap, ClearMem";"The Audience is Listening ? 1991 Taipan";"The Audience is Listening";"1991 Taipan";"0";"A\AudienceIsListening_v1.0_Taipan.lha";"AudienceIsListening";"AudienceIsListening";"0";"whdload";"524288";"336712";"AudienceIsListening";"OCS/ECS";"";"";"";"";""
"AudioDreams\AudioDreams.Slave";"NoError, EmulTrap";"Audio Dreams ? 1993 Chaos.";"Audio Dreams";"1993 Chaos";"0";"A\AudioDreams_v1.0_Chaos.lha";"AudioDreams";"AudioDreams";"0";"whdload";"524288";"1822380";"AudioDreams";"OCS/ECS";"";"";"";"";""
"AudiOmega\AudiOmega.Slave";"NoError, EmulTrap, ClearMem";"AudiOmega ? 1993 Rebels.";"AudiOmega";"1993 Rebels";"0";"A\AudiOmega_v1.0_Rebels.lha";"AudiOmega";"AudiOmega";"0";"whdload";"524288";"919453";"AudiOmega";"OCS/ECS";"";"";"";"";""
"AudioRhythm2\AudioRhythm2.Slave";"NoError, EmulTrap, ClearMem";"Audio Rhythm 2 ? 1993 Tronix.";"Audio Rhythm 2";"1993 Tronix";"524288";"A\AudioRhythm2_v1.0_Tronix.lha";"AudioRhythm2";"AudioRhythm2";"0";"whdload";"524288";"958238";"AudioRhythm2";"OCS/ECS";"";"";"";"";""
"AudioViolation\AudioViolation.slave";"NoError, EmulTrap, ClearMem";"Audio Violation ? 1993 Defekt.";"Audio Violation";"1993 Defekt";"524288";"A\AudioViolation_v1.01_Defekt.lha";"AudioViolation";"AudioViolation";"0";"whdload";"524288";"819433";"AudioViolation";"OCS/ECS";"";"";"";"";""
"AudioX\AudioX.slave";"NoError, EmulTrap, ClearMem";"Audio X ? 1989 Crusaders.";"Audio X";"1989 Crusaders";"0";"A\AudioX_v1.1_Crusaders.lha";"AudioX";"AudioX";"0";"whdload";"524288";"908570";"AudioX";"OCS/ECS";"";"";"";"";""
"AuthentikAGA\AuthentikAGA.Slave";"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Authentik ? 1995 Skarla";"Authentik";"1995 Skarla";"2621440";"A\Authentik_v1.0_Skarla_AGA.lha";"AuthentikAGA";"AuthentikAGA";"0";"whdload";"983040";"1608946";"Authentik";"AGA";"";"";"";"";""
"AutumnNights\AutumnNights.slave";"NoError, EmulTrap, ClearMem";"Autumn Nights ? 1992 Palace.";"Autumn Nights";"1992 Palace";"0";"A\AutumnNights_v1.01_Palace.lha";"AutumnNights";"AutumnNights";"0";"whdload";"524288";"925721";"AutumnNights";"OCS/ECS";"";"";"";"";""
"Back2Base\Back2Base.Slave";"NoError, EmulTrap, ClearMem";"Back 2 Base ? 1989 Crusaders.";"Back 2 Base";"1989 Crusaders";"0";"B\Back2Base_v1.0_Crusaders.lha";"Back2Base";"Back2Base";"0";"whdload";"524288";"547099";"Back2Base";"OCS/ECS";"";"";"";"";""
"Bacteria\Bacteria.slave";"NoError, EmulTrap, ClearMem";"Bacteria ? 1990 Crusaders.";"Bacteria";"1990 Crusaders";"0";"B\Bacteria_v1.1_Crusaders.lha";"Bacteria";"Bacteria";"0";"whdload";"524288";"910745";"Bacteria";"OCS/ECS";"";"";"";"";""
"BanditsRadio\BanditsRadio.Slave";"NoError, EmulTrap, ClearMem";"Bandit's Radio 1993 Mad Elks.";"Bandit";"1993 Mad Elks";"524288";"B\BanditsRadio_v1.0_MadElks.lha";"BanditsRadio";"BanditsRadio";"0";"whdload";"524288";"918791";"BanditsRadio";"OCS/ECS";"";"";"";"";""
"BangingRaves2\BangingRaves2.Slave";"NoError, ClearMem";"Banging Raves 2 ? 1991 Intuition.";"Banging Raves 2";"1991 Intuition";"0";"B\BangingRaves2_v1.0_Intuition.lha";"BangingRaves2";"BangingRaves2";"0";"whdload";"524288";"477375";"BangingRaves2";"OCS/ECS";"";"";"";"";""
"BangingRaves\BangingRaves.Slave";"NoError, ClearMem";"Banging Raves ? 1991 Intuition.";"Banging Raves";"1991 Intuition";"0";"B\BangingRaves_v1.0_Intuition.lha";"BangingRaves";"BangingRaves";"0";"whdload";"524288";"407706";"BangingRaves";"OCS/ECS";"";"";"";"";""
"BardInABox\BardInABox.slave";"NoError, EmulTrap, ClearMem";"Bard In A Box ? 1991 Academy.";"Bard in a Box";"1991 Academy";"0";"B\BardInABox_v1.01_Academy.lha";"BardInABox";"BardInABox";"0";"whdload";"524288";"921289";"BardInABox";"OCS/ECS";"";"";"";"";""
"BassoContinuo\BassoContinuo.Slave";"NoError, EmulTrap, ClearMem";"Basso Continuo ? 1992 Fury.";"Basso Continuo";"1992 Fury";"0";"B\BassoContinuo_v1.0_Fury.lha";"BassoContinuo";"BassoContinuo";"0";"whdload";"524288";"796257";"BassoContinuo";"OCS/ECS";"";"";"";"";""
"BassOMatic\BassOMatic.Slave";"NoError, EmulTrap, ClearMem";"Bass-O-Matic ? 1991 Crusaders.";"Bass-O-Matic";"1991 Crusaders";"524288";"B\BassOMatic_v1.0_Crusaders.lha";"BassOMatic";"BassOMatic";"0";"whdload";"524288";"1821989";"BassOMatic";"OCS/ECS";"";"";"";"";""
"BatmanVuelve\BatmanVuelve.Slave";"NoError, EmulTrap";"Batman Vuelve (c) 1995 Batman Group - 2 disks.";"Batman Vuelve";"1995 Batman Group";"4096";"B\BatmanVuelve_v1.0_BatmanGroup.lha";"BatmanVuelve";"BatmanVuelve";"0";"whdload";"1048576";"1826629";"BatmanVuelve";"OCS/ECS";"";"";"";"";""
"BaygonAGA\BaygonAGA.Slave";"NoError";"Baygon ? 1993 Melon.";"Baygon";"1993 Melon Dezign";"0";"B\Baygon_v1.2_MelonDezign_AGA.lha";"BaygonAGA";"BaygonAGA";"0";"whdload";"1802240";"921600";"Baygon";"AGA";"";"";"";"";""
"BBSIntro\BBSIntro.Slave";"NoError, EmulTrap, ClearMem";"BBS Intro ? 1992 Technology.";"BBS Intro";"1992 Taurus";"0";"B\BBSIntro_v1.0_Taurus.lha";"BBSIntro";"BBSIntro";"0";"whdload";"524288";"108246";"BBS";"OCS/ECS";"";"";"";"Intro";""
"BeachVolleyDemo\BeachVolleyDemo.Slave";"NoError, ClearMem";"Beach Volley demo ? 1990 Paradox";"Beach Volley demo";"1990 Paradox";"4096";"B\BeachVolleyDemo_v1.0_Paradox.lha";"BeachVolleyDemo";"BeachVolleyDemo";"0";"whdload";"524288";"161643";"BeachVolley";"OCS/ECS";"";"";"Demo";"";""
"BeastSonix\BeastSonix.Slave";"NoError, EmulPriv";"Beast Sonix, ?1989 Scoopex";"-* B E A S T   S O N I X *-";"1989 Scoopex";"262144";"B\BeastSonix_v1.0_Scoopex.lha";"BeastSonix";"BeastSonix";"0";"whdload";"524288";"911600";"BeastSonix";"OCS/ECS";"";"";"";"";""
"BeatBox\BeatBox.Slave";"NoError, EmulTrap, ClearMem";"Beat Box ? 1989 The Warfalcons.";"Beat Box";"1989 The Warfalcons";"0";"B\BeatBox_v1.0_Warfalcons.lha";"BeatBox";"BeatBox";"0";"whdload";"524288";"852880";"BeatBox";"OCS/ECS";"";"";"";"";""
"Beatvise\Beatvise.Slave";"NoError, EmulTrap, ClearMem";"Beatvise ? 1989 Ivory.";"Beatvise";"1989 Ivory";"0";"B\Beatvise_v1.0_Ivory.lha";"Beatvise";"Beatvise";"0";"whdload";"524288";"921096";"Beatvise";"OCS/ECS";"";"";"";"";""
"Beginning\Beginning.Slave";"NoError, EmulTrap, ClearMem";"The Beginning ? 1990 Byterapers.";"The Beginning";"1990 Byterapers";"0";"B\Beginning_v1.0_Byterapers.lha";"Beginning";"Beginning";"0";"whdload";"524288";"167713";"Beginning";"OCS/ECS";"";"";"";"";""
"BernhardSumnerMusicDisk1\BernhardSumnerMD1.Slave";"NoError, EmulTrap, ClearMem";"Bernhard Sumner Music Disk 1 ? 1991 Relay.";"Bernhard Sumner Music Disk 1";"1991 Relay";"524288";"B\BernhardSumnerMusicDisk1_v1.0_Relay.lha";"BernhardSumnerMusicDisk1";"BernhardSumnerMusicDisk1";"0";"whdload";"524288";"925650";"BernhardSumnerMusicDisk1";"OCS/ECS";"";"";"";"";""
"BestOfGrubi\BestOfGrubi.Slave";"NoError, EmulTrap";"The Best of Grubi ? 1991 Brainstorm.";"The Best of Grubi";"1991 Brainstorm";"0";"B\BestOfGrubi_v1.0_Brainstorm.lha";"BestOfGrubi";"BestOfGrubi";"0";"whdload";"524288";"924452";"BestOfGrubi";"OCS/ECS";"";"";"";"";""
"BestOfPearl\BestOfPearl.Slave";"NoError, EmulTrap, ClearMem";"The Best of Pearl ? 1991 Byte Busters.";"The Best of Pearl";"1991 Byte Busters";"0";"B\BestOfPearl_v1.0_ByteBusters.lha";"BestOfPearl";"BestOfPearl";"0";"whdload";"524288";"920460";"BestOfPearl";"OCS/ECS";"";"";"";"";""
"BestOfRAFVol1\BestOfRAFVol1.Slave";"NoError, EmulTrap, ClearMem";"Best of RAF Vol.1 1990 Katharsis.";"Best of RAF Vol.1";"1990 Katharsis";"0";"B\BestOfRAFVol1_v1.0_Katharsis.lha";"BestOfRAFVol1";"BestOfRAFVol1";"0";"whdload";"524288";"966794";"BestOfRAFVol1";"OCS/ECS";"";"";"";"";""
"BeyondJustice\BeyondJustice.Slave";"NoError, EmulTrap, ClearMem";"Beyond Justice ? 1991 Dexion.";"Beyond Justice";"1991 Dexion";"0";"B\BeyondJustice_v1.0_Dexion.lha";"BeyondJustice";"BeyondJustice";"0";"whdload";"524288";"455565";"BeyondJustice";"OCS/ECS";"";"";"";"";""
"BeyondTheFutureAGA\BeyondTheFutureAGA.Slave";"NoError, EmulTrap, ReqAGA";"Beyond The Future ? 1994 Union.";"Beyond The Future";"1994 Union";"1966080";"B\BeyondTheFuture_v1.0_Union_AGA.lha";"BeyondTheFutureAGA";"BeyondTheFutureAGA";"0";"whdload";"524288";"1867725";"BeyondTheFuture";"AGA";"";"";"";"";""
